cod_ibge7,cod_ibge6,cod_siafi,uf,nome_municipio,ano_mes,n_cat,n_obito,n_cid_mental,n_cid_lesao,n_cid_musculo,bf_beneficiarios,bf_entradas,bf_valor_total
2308377,230837,1263,CE,MIRAIMA                                      ,202509,0,0,0,0,0,3531,8,2372408.0
2109205,210920,0881,MA,PRESIDENTE JUSCELINO                         ,202509,0,0,0,0,0,2751,17,2002383.0
3127305,312730,4545,MG,GALILEIA                                     ,202509,0,0,0,0,0,646,14,450938.0
3127503,312750,4549,MG,GONZAGA                                      ,202509,0,0,0,0,0,605,9,395860.0
5100508,510050,9009,MT,ALTO PARAGUAI                                ,202509,0,0,0,0,0,1018,2,682423.0
2513927,251392,0518,PB,SAO BENTINHO                                 ,202509,0,0,0,0,0,772,1,516750.0
2514305,251430,2187,PB,SAO JOSE DE CAIANA                           ,202509,0,0,0,0,0,1268,1,871968.0
2514602,251460,2193,PB,SAO JOSE DO BONFIM                           ,202509,0,0,0,0,0,693,1,467748.0
4321626,432162,6037,RS,TRAVESSEIRO                                  ,202509,0,0,0,0,0,11,1,6849.0
2709103,270910,2881,AL,TAQUARANA                                    ,202509,0,0,0,0,0,3788,24,2568737.0
1600709,160070,0617,AP,TARTARUGALZINHO                              ,202509,0,0,0,0,0,2615,13,2082399.0
2911857,291185,3097,BA,HELIOPOLIS                                   ,202509,0,0,0,0,0,2691,8,1779207.0
5220702,522070,9611,GO,SITIO D'ABADIA                               ,202509,0,0,0,0,0,584,1,398418.0
2111631,211163,0244,MA,SAO RAIMUNDO DO DOCA BEZERRA                 ,202509,0,0,0,0,0,1142,2,804241.0
2111722,211172,0248,MA,SATUBINHA                                    ,202509,0,0,0,0,0,1769,5,1236947.0
3140852,314085,2897,MG,MATIAS CARDOSO                               ,202509,0,0,0,0,0,1438,6,975406.0
3141405,314140,4827,MG,MEDINA                                       ,202509,0,0,0,0,0,2315,5,1543169.0
3142254,314225,0652,MG,MIRAVANIA                                    ,202509,0,0,0,0,0,564,8,378339.0
5108352,510835,1102,MT,VALE DE SAO DOMINGOS                         ,202509,0,0,0,0,0,220,1,148213.0
1505809,150580,0515,PA,PORTEL                                       ,202509,0,0,0,0,0,10315,57,8591140.0
1506005,150600,0519,PA,PRAINHA                                      ,202509,0,0,0,0,0,8864,91,6584869.0
4107157,410715,9915,PR,DIAMANTE D'OESTE                             ,202509,0,0,0,0,0,325,3,222519.0
4108205,410820,7561,PR,FORMOSA DO OESTE                             ,202509,0,0,0,0,0,211,2,133243.0
2408706,240870,1773,RN,PARAU                                        ,202509,0,0,0,0,0,607,3,399116.0
2410207,241020,1803,RN,PORTALEGRE                                   ,202509,0,0,0,0,0,1246,3,817799.0
1300029,130002,0289,AM,ALVARAES                                     ,202509,0,0,0,0,0,3360,21,2564263.0
1300409,130040,0209,AM,BARCELOS                                     ,202509,0,0,0,0,0,3332,40,2555933.0
2900900,290090,3317,BA,ALMADINA                                     ,202509,0,0,0,0,0,1313,10,849377.0
2914307,291430,3587,BA,IRAMAIA                                      ,202509,0,0,0,0,0,1882,8,1252161.0
2102002,210200,0955,MA,BOM JARDIM                                   ,202509,0,0,0,0,0,6307,163,4488082.0
2112704,211270,0947,MA,VARGEM GRANDE                                ,202509,0,0,0,0,0,7619,32,5574752.0
3146750,314675,2661,MG,PALMOPOLIS                                   ,202509,0,0,0,0,0,1018,5,661073.0
2603405,260340,2367,PE,CALUMBI                                      ,202509,0,0,0,0,0,1461,5,978078.0
2408953,240895,0422,RN,RIO DO FOGO                                  ,202509,0,0,0,0,0,2348,13,1590499.0
4215752,421575,0942,SC,SAO BERNARDINO                               ,202509,0,0,0,0,0,37,1,26506.0
2700904,270090,2717,AL,BELO MONTE                                   ,202509,0,0,0,0,0,1605,4,1118346.0
2902252,290225,3073,BA,ARATACA                                      ,202509,0,0,0,0,0,1791,5,1185218.0
2902609,290260,3351,BA,BAIXA GRANDE                                 ,202509,0,0,0,0,0,3807,9,2539165.0
2914901,291490,3599,BA,ITACARE                                      ,202509,0,0,0,0,0,5539,153,3718402.0
2915007,291500,3601,BA,ITAETE                                       ,202509,0,0,0,0,0,4065,14,2699816.0
2200277,220027,2269,PI,ALEGRETE DO PIAUI                            ,202509,0,0,0,0,0,935,3,617567.0
2803401,280340,3167,SE,JAPOATA                                      ,202509,0,0,0,0,0,3253,11,2186991.0
2928059,292805,3987,BA,SANTA LUZIA                                  ,202509,0,0,0,0,0,2211,5,1502588.0
2305266,230526,1255,CE,IBARETAMA                                    ,202509,0,0,0,0,0,2667,18,1847116.0
2305308,230530,1407,CE,IBIAPINA                                     ,202509,0,0,0,0,0,3900,29,2767531.0
3116159,311615,0588,MG,CHAPADA GAUCHA                               ,202509,0,0,0,0,0,2217,8,1539614.0
3116803,311680,4335,MG,COLUNA                                       ,202509,0,0,0,0,0,1301,2,869786.0
2506608,250660,2033,PB,IBIARA                                       ,202509,0,0,0,0,0,1034,2,683456.0
2201919,220191,2287,PI,BOM PRINCIPIO DO PIAUI                       ,202509,0,0,0,0,0,1413,4,952863.0
2202075,220207,0286,PI,CAJAZEIRAS DO PIAUI                          ,202509,0,0,0,0,0,500,5,336976.0
2202109,220210,1041,PI,CAMPINAS DO PIAUI                            ,202509,0,0,0,0,0,1191,3,772676.0
3527801,352780,6657,SP,LUPERCIO                                     ,202509,0,0,0,0,0,225,1,143657.0
2906899,290689,3271,BA,CARAIBAS                                     ,202509,0,0,0,0,0,1689,19,1110745.0
2309805,230980,1497,CE,PACOTI                                       ,202509,0,0,0,0,0,2240,4,1501199.0
5216908,521690,9535,GO,PILAR DE GOIAS                               ,202509,0,0,0,0,0,223,1,148783.0
3137304,313730,4745,MG,LAGOA DOS PATOS                              ,202509,0,0,0,0,0,612,1,410068.0
2919306,291930,3687,BA,LENCOIS                                      ,202509,0,0,0,0,0,1856,19,1250433.0
2928307,292830,3867,BA,SANTANOPOLIS                                 ,202509,0,0,0,0,0,2203,4,1449225.0
2102150,210215,0132,MA,BREJO DE AREIA                               ,202509,0,0,0,0,0,2092,5,1502101.0
2102325,210232,0134,MA,BURITICUPU                                   ,202509,0,0,0,0,0,8982,50,6461544.0
2102358,210235,0136,MA,BURITIRANA                                   ,202509,0,0,0,0,0,2338,5,1661772.0
3105509,310550,4109,MG,BARAO DE MONTE ALTO                          ,202509,0,0,0,0,0,570,1,357546.0
3152907,315290,5057,MG,PRATAPOLIS                                   ,202509,0,0,0,0,0,458,20,312521.0
3156502,315650,5129,MG,RUBELITA                                     ,202509,0,0,0,0,0,1032,9,683169.0
2605103,260510,2401,PE,CUSTODIA                                     ,202509,0,0,0,0,0,8952,68,5915165.0
2800704,280070,3113,SE,BREJO GRANDE                                 ,202509,0,0,0,0,0,1443,5,1016429.0
2706109,270610,2821,AL,OURO BRANCO                                  ,202509,0,0,0,0,0,2682,13,1857591.0
2918357,291835,3099,BA,JOAO DOURADO                                 ,202509,0,0,0,0,0,4333,38,2952268.0
3106804,310680,4135,MG,BIAS FORTES                                  ,202509,0,0,0,0,0,408,1,261895.0
3109907,310990,4197,MG,CAETANOPOLIS                                 ,202509,0,0,0,0,0,703,3,472297.0
3165552,316555,0732,MG,SETUBINHA                                    ,202509,0,0,0,0,0,1828,8,1286816.0
3167707,316770,5353,MG,SOBRALIA                                     ,202509,0,0,0,0,0,753,2,484095.0
3168903,316890,5377,MG,TIROS                                        ,202509,0,0,0,0,0,508,1,339349.0
2508307,250830,2067,PB,LAGOA SECA                                   ,202509,0,0,0,0,0,4220,9,2827164.0
2607950,260795,0548,PE,JAQUEIRA                                     ,202509,0,0,0,0,0,2543,11,1693287.0
2608107,260810,2461,PE,JOAO ALFREDO                                 ,202509,0,0,0,0,0,4991,5,3256726.0
3500758,350075,2995,SP,ALAMBARI                                     ,202509,0,0,0,0,0,219,3,144584.0
2916708,291670,3635,BA,ITAQUARA                                     ,202509,0,0,0,0,0,1251,8,848013.0
3204005,320400,5679,ES,PANCAS                                       ,202509,0,0,0,0,0,1613,2,1072221.0
2104701,210470,0791,MA,GRACA ARANHA                                 ,202509,0,0,0,0,0,1139,6,803497.0
2107100,210710,0841,MA,MORROS                                       ,202509,0,0,0,0,0,4323,8,3112353.0
3119005,311900,4379,MG,CORDISLANDIA                                 ,202509,0,0,0,0,0,387,1,266416.0
3120870,312087,0600,MG,CURRAL DE DENTRO                             ,202509,0,0,0,0,0,1675,7,1114805.0
3171600,317160,5433,MG,VIRGEM DA LAPA                               ,202509,0,0,0,0,0,1338,2,898443.0
1503200,150320,0463,PA,IGARAPE-ACU                                  ,202509,0,0,0,0,0,6872,18,4588798.0
2509909,250990,2099,PB,NATUBA                                       ,202509,0,0,0,0,0,1486,6,1016461.0
2510303,251030,2107,PB,NOVA PALMEIRA                                ,202509,0,0,0,0,0,624,2,396913.0
2206753,220675,0356,PI,NOSSA SENHORA DE NAZARE                      ,202509,0,0,0,0,0,980,1,655219.0
4309159,430915,5763,RS,GRAMADO XAVIER                               ,202509,0,0,0,0,0,160,2,106476.0
4307104,430710,8639,RS,HERVAL                                       ,202509,0,0,0,0,0,999,2,653017.0
4309753,430975,8401,RS,IBARAMA                                      ,202509,0,0,0,0,0,197,8,115742.0
1720309,172030,9603,TO,SAO SEBASTIAO DO TOCANTINS                   ,202509,0,0,0,0,0,719,1,487502.0
1720937,172093,0325,TO,TAIPAS DO TOCANTINS                          ,202509,0,0,0,0,0,217,5,143419.0
2702108,270210,2741,AL,COLONIA LEOPOLDINA                           ,202509,0,0,0,0,0,4392,15,3025162.0
1304062,130406,9847,AM,TABATINGA                                    ,202509,0,0,0,0,0,10152,79,8042891.0
5212808,521280,9451,GO,MARA ROSA                                    ,202509,0,0,0,0,0,927,3,616979.0
2110807,211080,0913,MA,SAO FELIX DE BALSAS                          ,202509,0,0,0,0,0,824,1,566872.0
3135456,313545,0632,MG,JENIPAPO DE MINAS                            ,202509,0,0,0,0,0,676,18,458791.0
3135704,313570,4713,MG,JEQUITIBA                                    ,202509,0,0,0,0,0,552,2,363869.0
3135902,313590,4717,MG,JESUANIA                                     ,202509,0,0,0,0,0,598,5,404710.0
3136520,313652,0634,MG,JOSE GONCALVES DE MINAS                      ,202509,0,0,0,0,0,530,1,346162.0
5106182,510618,1040,MT,NOVA LACERDA                                 ,202509,0,0,0,0,0,633,1,451476.0
4103305,410330,7463,PR,BORRAZOPOLIS                                 ,202509,0,0,0,0,0,389,5,251222.0
4103503,410350,7467,PR,CALIFORNIA                                   ,202509,0,0,0,0,0,614,8,409870.0
2401859,240185,0414,RN,CAICARA DO NORTE                             ,202509,0,0,0,0,0,1245,4,835605.0
2401305,240130,1625,RN,CAMPO GRANDE (EX-AUGUSTO SEVERO)             ,202509,0,0,0,0,0,2820,4,1821370.0
1709005,170900,9533,TO,GOIATINS                                     ,202509,0,0,0,0,0,2145,21,1598837.0
1713809,171380,0185,TO,PALMEIRAS DO TOCANTINS                       ,202509,0,0,0,0,0,785,1,536606.0
1718907,171890,9729,TO,SANTA ROSA DO TOCANTINS                      ,202509,0,0,0,0,0,614,3,438025.0
3106655,310665,0570,MG,BERIZAL                                      ,202509,0,0,0,0,0,986,11,653715.0
3161650,316165,0714,MG,SAO GERALDO DO BAIXIO                        ,202509,0,0,0,0,0,424,3,286678.0
3125507,312550,4509,MG,SAO GONCALO DO RIO PRETO                     ,202509,0,0,0,0,0,365,2,231005.0
2502706,250270,1955,PB,BORBOREMA                                    ,202509,0,0,0,0,0,803,1,565565.0
2502805,250280,1957,PB,BREJO DO CRUZ                                ,202509,0,0,0,0,0,2860,1,1865821.0
2606903,260690,2437,PE,IGUARACI                                     ,202509,0,0,0,0,0,2310,6,1529196.0
2607505,260750,2449,PE,ITAIBA                                       ,202509,0,0,0,0,0,6161,38,4210190.0
2203008,220300,1059,PI,CRISTALANDIA DO PIAUI                        ,202509,0,0,0,0,0,1216,5,835770.0
4304713,430471,0964,RS,CARAA                                        ,202509,0,0,0,0,0,448,2,289283.0
4305371,430537,5965,RS,CHARRUA                                      ,202509,0,0,0,0,0,400,3,250172.0
3537156,353715,2963,SP,PEDRINHAS PAULISTA                           ,202509,0,0,0,0,0,126,3,79693.0
3554201,355420,7185,SP,TEJUPA                                       ,202509,0,0,0,0,0,287,2,191555.0
2921401,292140,3729,BA,MIRANGABA                                    ,202509,0,0,0,0,0,4493,33,2950398.0
2922250,292225,3005,BA,MUQUEM DE SAO FRANCISCO                      ,202509,0,0,0,0,0,2465,23,1716746.0
2306504,230650,1431,CE,ITAPIUNA                                     ,202509,0,0,0,0,0,3894,7,2578645.0
5205307,520530,9305,GO,CAVALCANTE                                   ,202509,0,0,0,0,0,1383,10,981055.0
2107704,210770,0853,MA,PARAIBANO                                    ,202509,0,0,0,0,0,4468,82,3039689.0
3122207,312220,4443,MG,DIVINOLANDIA DE MINAS                        ,202509,0,0,0,0,0,1106,13,734248.0
3123502,312350,4469,MG,DOURADOQUARA                                 ,202509,0,0,0,0,0,99,1,63863.0
2513109,251310,2163,PB,SALGADO DE SAO FELIX                         ,202509,0,0,0,0,0,2087,14,1396661.0
4314498,431449,5975,RS,PINHEIRINHO DO VALE                          ,202509,0,0,0,0,0,329,1,213840.0
3541901,354190,6939,SP,QUELUZ                                       ,202509,0,0,0,0,0,681,4,456979.0
3543204,354320,6965,SP,RIBEIRAO DO SUL                              ,202509,0,0,0,0,0,346,6,226410.0
1703842,170384,0173,TO,CAMPOS LINDOS                                ,202509,0,0,0,0,0,925,8,671869.0
1705607,170560,9313,TO,CONCEICAO DO TOCANTINS                       ,202509,0,0,0,0,0,493,1,333801.0
2707503,270750,2849,AL,PORTO REAL DO COLEGIO                        ,202509,0,0,0,0,0,5424,22,3646680.0
2910404,291040,3507,BA,ENCRUZILHADA                                 ,202509,0,0,0,0,0,3819,34,2599944.0
2924702,292470,3795,BA,PIRIPA                                       ,202509,0,0,0,0,0,1571,9,1052580.0
5205802,520580,9317,GO,CORUMBA DE GOIAS                             ,202509,0,0,0,0,0,1081,3,720024.0
2109809,210980,0895,MA,SANTA HELENA                                 ,202509,0,0,0,0,0,8157,13,5532859.0
5103452,510345,9833,MT,DENISE                                       ,202509,0,0,0,0,0,603,2,414186.0
5103957,510395,0135,MT,GLORIA D'OESTE                               ,202509,0,0,0,0,0,299,1,202238.0
1505403,150540,0507,PA,OUREM                                        ,202509,0,0,0,0,0,4017,4,2701267.0
2611002,261100,2519,PE,PETROLANDIA                                  ,202509,0,0,0,0,0,6354,23,4337021.0
2210904,221090,1217,PI,SOCORRO DO PIAUI                             ,202509,0,0,0,0,0,954,2,637128.0
2111904,211190,0931,MA,SUCUPIRA DO NORTE                            ,202509,0,0,0,0,0,2559,6,1756503.0
2112407,211240,0941,MA,TURIACU                                      ,202509,0,0,0,0,0,9241,24,6513481.0
1508035,150803,0068,PA,TRACUATEUA                                   ,202509,0,0,0,0,0,8123,42,5484836.0
2402501,240250,1649,RN,CARNAUBAIS                                   ,202509,0,0,0,0,0,1996,11,1307462.0
2403400,240340,1667,RN,EQUADOR                                      ,202509,0,0,0,0,0,1176,4,769603.0
2404705,240470,1691,RN,IPANGUACU                                    ,202509,0,0,0,0,0,1874,18,1197834.0
4200408,420040,8007,SC,AGUA DOCE                                    ,202509,0,0,0,0,0,84,1,50882.0
4220000,422000,1192,SC,BALNEARIO RINCAO                             ,202509,0,0,0,0,0,922,3,653287.0
2920809,292080,3717,BA,MARCIONILIO SOUZA                            ,202509,0,0,0,0,0,2905,11,1899430.0
2931103,293110,3921,BA,TANQUINHO                                    ,202509,0,0,0,0,0,1737,5,1126620.0
2932002,293200,3939,BA,UAUA                                         ,202509,0,0,0,0,0,6409,30,4222311.0
2308351,230835,1597,CE,MILHA                                        ,202509,0,0,0,0,0,2586,12,1710363.0
2109007,210900,0877,MA,PORTO FRANCO                                 ,202509,0,0,0,0,0,2509,2,1689468.0
3127602,312760,4551,MG,GOUVEIA                                      ,202509,0,0,0,0,0,759,21,484308.0
2211704,221170,0410,PI,WALL FERRAZ                                  ,202509,0,0,0,0,0,1004,2,648893.0
1200336,120033,0109,AC,MANCIO LIMA                                  ,202509,0,0,0,0,0,4427,36,3236611.0
2900306,290030,3305,BA,ACAJUTIBA                                    ,202509,0,0,0,0,0,3095,2,2041679.0
2100154,210015,0104,MA,AGUA DOCE DO MARANHAO                        ,202509,0,0,0,0,0,2578,2,1811436.0
2100436,210043,0106,MA,ALTO ALEGRE DO MARANHAO                      ,202509,0,0,0,0,0,4230,29,2989366.0
3171501,317150,5431,MG,MATHIAS LOBATO                               ,202509,0,0,0,0,0,591,4,384222.0
3143708,314370,4873,MG,MORRO DO PILAR                               ,202509,0,0,0,0,0,408,2,276131.0
2600807,260080,2315,PE,ALTINHO                                      ,202509,0,0,0,0,0,5020,18,3275237.0
4107124,410712,5465,PR,DIAMANTE DO SUL                              ,202509,0,0,0,0,0,369,1,240588.0
2408508,240850,1769,RN,OURO BRANCO                                  ,202509,0,0,0,0,0,633,1,417153.0
2409605,240960,1791,RN,PEDRA PRETA                                  ,202509,0,0,0,0,0,490,2,330697.0
1200393,120039,0657,AC,PORTO WALTER                                 ,202509,0,0,0,0,0,2071,10,1679536.0
1300060,130006,0291,AM,AMATURA                                      ,202509,0,0,0,0,0,2764,30,2136745.0
1300086,130008,0293,AM,ANAMA                                        ,202509,0,0,0,0,0,2287,24,1760028.0
2901809,290180,3335,BA,ANTONIO GONCALVES                            ,202509,0,0,0,0,0,2136,1,1443640.0
3145356,314535,0666,MG,NOVO ORIENTE DE MINAS                        ,202509,0,0,0,0,0,1616,4,1067381.0
1507805,150780,0555,PA,SENADOR JOSE PORFIRIO                        ,202509,0,0,0,0,0,4226,25,3111278.0
2615102,261510,2601,PE,TEREZINHA                                    ,202509,0,0,0,0,0,1480,4,1032450.0
4120333,412033,0874,PR,PRADO FERREIRA                               ,202509,0,0,0,0,0,260,6,167149.0
4215356,421535,0936,SC,SALTINHO                                     ,202509,0,0,0,0,0,158,2,106660.0
2902500,290250,3349,BA,BAIANOPOLIS                                  ,202509,0,0,0,0,0,2630,6,1810750.0
2903235,290323,3075,BA,BARRO ALTO                                   ,202509,0,0,0,0,0,2853,15,1912242.0
2916302,291630,3627,BA,ITAPEBI                                      ,202509,0,0,0,0,0,1940,1,1295862.0
2103604,210360,0769,MA,COROATA                                      ,202509,0,0,0,0,0,10244,116,7234263.0
3158904,315890,5177,MG,SANTANA DO MANHUACU                          ,202509,0,0,0,0,0,956,1,671754.0
2504033,250403,0464,PB,CAPIM                                        ,202509,0,0,0,0,0,1823,8,1238727.0
2506103,250610,2023,PB,FAGUNDES                                     ,202509,0,0,0,0,0,2116,9,1452167.0
2201176,220117,0272,PI,BARRA D'ALCANTARA                            ,202509,0,0,0,0,0,836,1,553394.0
4128534,412853,5497,PR,VENTANIA                                     ,202509,0,0,0,0,0,772,6,499185.0
2803708,280370,3173,SE,MACAMBIRA                                    ,202509,0,0,0,0,0,1458,4,969103.0
2804201,280420,3183,SE,MONTE ALEGRE DE SERGIPE                      ,202509,0,0,0,0,0,3808,3,2606390.0
2804458,280445,3135,SE,NOSSA SENHORA APARECIDA                      ,202509,0,0,0,0,0,1790,8,1171895.0
3532157,353215,0804,SP,NANTES                                       ,202509,0,0,0,0,0,141,1,92190.0
2105450,210545,0176,MA,JATOBA                                       ,202509,0,0,0,0,0,1701,21,1214220.0
3112208,311220,4243,MG,CAPELA NOVA                                  ,202509,0,0,0,0,0,553,1,355312.0
3170479,317047,0744,MG,URUANA DE MINAS                              ,202509,0,0,0,0,0,411,1,254335.0
3170529,317052,2699,MG,URUCUIA                                      ,202509,0,0,0,0,0,1269,3,846149.0
2506707,250670,2035,PB,IMACULADA                                    ,202509,0,0,0,0,0,2140,5,1436796.0
2607703,260770,2453,PE,ITAPETIM                                     ,202509,0,0,0,0,0,2809,4,1877881.0
2202133,220213,0292,PI,CAMPO GRANDE DO PIAUI                        ,202509,0,0,0,0,0,1131,3,747109.0
4121752,412175,0878,PR,RESERVA DO IGUACU                            ,202509,0,0,0,0,0,486,8,323263.0
4125555,412555,5515,PR,SAO MANOEL DO PARANA                         ,202509,0,0,0,0,0,61,1,38233.0
2804904,280490,3197,SE,PACATUBA                                     ,202509,0,0,0,0,0,2394,19,1641625.0
2805109,280510,3201,SE,PEDRINHAS                                    ,202509,0,0,0,0,0,3037,15,1945356.0
2300606,230060,1311,CE,ALTANEIRA                                    ,202509,0,0,0,0,0,1663,33,1118928.0
2301307,230130,1325,CE,ARARIPE                                      ,202509,0,0,0,0,0,4154,42,2857682.0
2309003,230900,1481,CE,MUCAMBO                                      ,202509,0,0,0,0,0,2224,7,1492036.0
5219258,521925,9743,GO,SANTA FE DE GOIAS                            ,202509,0,0,0,0,0,346,1,227270.0
3136801,313680,4735,MG,JURAMENTO                                    ,202509,0,0,0,0,0,572,1,372294.0
3136959,313695,0640,MG,JUVENILIA                                    ,202509,0,0,0,0,0,923,3,616916.0
3138500,313850,4769,MG,LIBERDADE                                    ,202509,0,0,0,0,0,465,2,303813.0
2602407,260240,2347,PE,BREJAO                                       ,202509,0,0,0,0,0,2096,8,1447017.0
4110904,411090,7611,PR,ITAGUAJE                                     ,202509,0,0,0,0,0,144,2,102098.0
4113106,411310,7655,PR,KALORE                                       ,202509,0,0,0,0,0,355,3,239119.0
2918456,291845,3287,BA,JUCURUCU                                     ,202509,0,0,0,0,0,2039,11,1350019.0
2102754,210275,0142,MA,CAPINZAL DO NORTE                            ,202509,0,0,0,0,0,2299,16,1594016.0
2502102,250210,1943,PB,BOA VENTURA                                  ,202509,0,0,0,0,0,1066,2,737571.0
2604601,260460,2391,PE,CONDADO                                      ,202509,0,0,0,0,0,3913,96,2650483.0
4116000,411600,7705,PR,MIRASELVA                                    ,202509,0,0,0,0,0,92,1,59690.0
2413557,241355,0432,RN,SERRINHA DOS PINTOS                          ,202509,0,0,0,0,0,967,6,633206.0
1101005,110100,0693,RO,GOVERNADOR JORGE TEIXEIRA                    ,202509,0,0,0,0,0,813,7,515928.0
2801108,280110,3121,SE,CANHOBA                                      ,202509,0,0,0,0,0,1147,6,767358.0
2801603,280160,3131,SE,CEDRO DE SAO JOAO                            ,202509,0,0,0,0,0,901,6,583919.0
2705002,270500,2799,AL,MATA GRANDE                                  ,202509,0,0,0,0,0,4169,22,2933109.0
2930766,293076,3043,BA,SITIO DO QUINTO                              ,202509,0,0,0,0,0,2936,9,1894789.0
3110202,311020,4203,MG,CAJURI                                       ,202509,0,0,0,0,0,436,3,285385.0
3167301,316730,5345,MG,SILVEIRANIA                                  ,202509,0,0,0,0,0,214,1,140592.0
2608255,260825,2295,PE,JUCATI                                       ,202509,0,0,0,0,0,2196,8,1506285.0
2608305,260830,2465,PE,JUPI                                         ,202509,0,0,0,0,0,3109,8,2155294.0
2205532,220553,0334,PI,JUREMA                                       ,202509,0,0,0,0,0,1472,4,978609.0
2206357,220635,0348,PI,MILTON BRANDAO                               ,202509,0,0,0,0,0,1470,4,986180.0
4302055,430205,0958,RS,BENJAMIN CONSTANT DO SUL                     ,202509,0,0,0,0,0,556,6,361997.0
2903508,290350,3369,BA,BELO CAMPO                                   ,202509,0,0,0,0,0,3415,19,2297768.0
2916609,291660,3633,BA,ITAPITANGA                                   ,202509,0,0,0,0,0,1073,9,707692.0
2929354,292935,3035,BA,SAO JOSE DA VITORIA                          ,202509,0,0,0,0,0,1608,9,1025280.0
2304459,230445,0987,CE,FORTIM                                       ,202509,0,0,0,0,0,2669,7,1753045.0
2106607,210660,0831,MA,MATOES                                       ,202509,0,0,0,0,0,6249,16,4481030.0
3171808,317180,5437,MG,VIRGINOPOLIS                                 ,202509,0,0,0,0,0,418,1,260173.0
2207959,220795,0370,PI,NOVA SANTA RITA                              ,202509,0,0,0,0,0,1086,1,711750.0
4310439,431043,8399,RS,IPE                                          ,202509,0,0,0,0,0,151,3,97443.0
4311155,431115,9829,RS,JOIA                                         ,202509,0,0,0,0,0,623,2,404920.0
3548104,354810,7063,SP,SANTO ANTONIO DO JARDIM                      ,202509,0,0,0,0,0,191,1,138254.0
1720655,172065,9659,TO,SILVANOPOLIS                                 ,202509,0,0,0,0,0,684,16,469184.0
1720978,172097,0100,TO,TALISMA                                      ,202509,0,0,0,0,0,185,1,121938.0
2701506,270150,2729,AL,CAMPO GRANDE                                 ,202509,0,0,0,0,0,2690,26,1837502.0
2702801,270280,2755,AL,FLEXEIRAS                                    ,202509,0,0,0,0,0,2239,8,1585424.0
1304104,130410,0279,AM,TAPAUA                                       ,202509,0,0,0,0,0,4133,21,3130973.0
2912509,291250,3551,BA,IBIPITANGA                                   ,202509,0,0,0,0,0,1869,6,1231939.0
2310506,231050,1511,CE,PEDRA BRANCA                                 ,202509,0,0,0,0,0,8025,162,5304733.0
2311207,231120,1525,CE,POTENGI                                      ,202509,0,0,0,0,0,1789,18,1215800.0
2111078,211107,0236,MA,SAO JOAO DO SOTER                            ,202509,0,0,0,0,0,3382,13,2471346.0
3134806,313480,4695,MG,JACUI                                        ,202509,0,0,0,0,0,477,3,337095.0
2602001,260200,2339,PE,BODOCO                                       ,202509,0,0,0,0,0,7805,6,5295829.0
4103404,410340,7465,PR,CAFEARA                                      ,202509,0,0,0,0,0,117,2,67774.0
2400109,240010,1601,RN,ACARI                                        ,202509,0,0,0,0,0,1167,3,754266.0
2400802,240080,1615,RN,ANGICOS                                      ,202509,0,0,0,0,0,1650,8,1078786.0
2401503,240150,1629,RN,BARCELONA                                    ,202509,0,0,0,0,0,699,3,455797.0
4317954,431795,5977,RS,SANTO EXPEDITO DO SUL                        ,202509,0,0,0,0,0,51,1,33596.0
3510906,351090,6319,SP,CASSIA DOS COQUEIROS                         ,202509,0,0,0,0,0,143,1,91494.0
1708254,170825,0345,TO,FORTALEZA DO TABOCAO                         ,202509,0,0,0,0,0,541,10,373191.0
1713700,171370,0090,TO,MONTE SANTO DO TOCANTINS                     ,202509,0,0,0,0,0,292,3,199373.0
1716307,171630,0191,TO,PAU D'ARCO                                   ,202509,0,0,0,0,0,530,2,369994.0
1716653,171665,9705,TO,PEQUIZEIRO                                   ,202509,0,0,0,0,0,535,1,352280.0
1718006,171800,9723,TO,PORTO ALEGRE DO TOCANTINS                    ,202509,0,0,0,0,0,351,4,241082.0
1304302,130430,0285,AM,URUCARA                                      ,202509,0,0,0,0,0,3680,10,2564625.0
1304401,130440,0287,AM,URUCURITUBA                                  ,202509,0,0,0,0,0,4682,13,3431630.0
3162401,316240,5247,MG,SAO JOAO DA PONTE                            ,202509,0,0,0,0,0,3607,15,2388323.0
3162658,316265,0720,MG,SAO JOAO DO PACUI                            ,202509,0,0,0,0,0,593,1,392643.0
3162948,316294,0724,MG,SAO JOSE DA BARRA                            ,202509,0,0,0,0,0,465,9,321356.0
2503506,250350,1971,PB,CACIMBA DE DENTRO                            ,202509,0,0,0,0,0,2815,18,1927480.0
2607406,260740,2447,PE,ITACURUBA                                    ,202509,0,0,0,0,0,1102,7,728769.0
2203800,220380,1075,PI,FLORES DO PIAUI                              ,202509,0,0,0,0,0,1061,2,702027.0
4306056,430605,8431,RS,CRISTAL                                      ,202509,0,0,0,0,0,622,1,408014.0
2921708,292170,3735,BA,MORRO DO CHAPEU                              ,202509,0,0,0,0,0,4763,30,3228932.0
5204102,520410,9281,GO,CACHOEIRA ALTA                               ,202509,0,0,0,0,0,692,2,462225.0
3123304,312330,4465,MG,DORES DO TURVO                               ,202509,0,0,0,0,0,484,2,307329.0
3125309,312530,4505,MG,FARIA LEMOS                                  ,202509,0,0,0,0,0,416,1,282617.0
2512036,251203,0496,PB,POCO DANTAS                                  ,202509,0,0,0,0,0,736,3,486226.0
2512606,251260,2153,PB,QUIXABA                                      ,202509,0,0,0,0,0,384,1,257097.0
