cod_ibge7,nome_municipio,uf,meses_dado,total_cat,total_obito,total_cid_mental,corr_n_cat_lag0,corr_n_cat_lag1,corr_n_cat_lag2,corr_n_cat_lag3,corr_n_cat_lag6,corr_n_obito_lag0,corr_n_obito_lag1,corr_n_obito_lag2,corr_n_obito_lag3,corr_n_obito_lag6,corr_n_cid_mental_lag0,corr_n_cid_mental_lag1,corr_n_cid_mental_lag2,corr_n_cid_mental_lag3,corr_n_cid_mental_lag6
3147907,PASSOS,MG,24,580,3,3,-0.02358190455126984,0.049972372833565856,-0.07308446513247648,-0.1361562050700047,0.009142363064982754,0.07615593836412327,0.1520606177423467,0.10536572477531433,-0.15397947077242097,-0.14790713033090194,0.028625991016301658,-0.21858713800462334,0.19841597522624124,0.034912662591337684,-0.14790713033090194
3148004,PATOS DE MINAS,MG,24,1274,6,2,0.023744756704582183,-0.14275644066286852,-0.0715917515657832,0.15139251886220093,0.1686380796420825,-0.25372647235709006,-0.267387636453381,-0.25169581907595157,0.010787010495917114,0.6116233559833635,-0.1717736338084837,0.15055348321688017,0.13575462928286366,0.16132294256944857,-0.15733881028688976
3148103,PATROCINIO,MG,24,573,0,0,-0.3602622466096879,-0.4838913966240987,-0.1008032489813948,-0.048073090201418124,0.36364577439356643,,,,,,,,,,
3148905,PEDRA DO INDAIA,MG,24,32,0,0,-0.1935089944000905,0.04889764295426533,0.03512698166079278,0.09294488916031449,0.4503150461720592,,,,,,,,,,
3149101,PEDRALVA,MG,24,25,0,0,0.1448614077956447,-0.02254389917121226,0.2683681883204573,0.04531886317063581,0.48104524200454174,,,,,,,,,,
3149309,PEDRO LEOPOLDO,MG,24,500,0,0,0.06605602848908389,0.2028314145517239,0.16079801523884643,0.0895300215787463,0.2797134405100263,,,,,,,,,,
3149705,PERDIGAO,MG,24,34,0,0,-0.48450726984992754,-0.4522648123462319,-0.37524311440275226,-0.2214832366805161,0.41644354656117494,,,,,,,,,,
3149804,PERDIZES,MG,24,102,0,0,-0.5263258283279586,-0.5572799527075699,-0.0300239486463904,0.15544119028117714,0.8035088748214789,,,,,,,,,,
3149903,PERDOES,MG,24,63,2,0,-0.366912570543634,-0.031465967264707365,0.11409416529754171,-0.1728841627951921,0.033503315358240804,-0.15584561614612077,0.18252657641553977,-0.15960582506597942,-0.16903085094570333,-0.1670466199882679,,,,,
3150703,PIRAJUBA,MG,24,55,0,0,0.23790708026167087,-0.18638062536171826,0.29698883415313715,-0.07834577814805374,-0.08241831856740786,,,,,,,,,,
3150802,PIRANGA,MG,24,40,0,0,0.1613195819273318,0.37013740277524476,0.21039504421608674,0.162132949835192,0.2923449612445462,,,,,,,,,,
3151008,PIRANGUINHO,MG,24,24,1,0,-0.1839126783214452,-0.47233205299772085,0.12635592279062816,0.07814988343716942,0.11561964604486703,-0.15593525987866802,-0.16437871873282672,-0.1737764986395176,0.40955052117287216,,,,,,
3151206,PIRAPORA,MG,24,405,4,0,-0.20633465195224251,-0.11862455859709077,-0.12183875946805989,-0.07398967670367744,0.08281388762254195,0.14067730786280436,-0.20174196763566252,-0.18570195349698687,0.17745904515459987,0.3374018145080074,,,,,
3151404,PITANGUI,MG,24,98,0,0,-0.18659332599109624,-0.5610750418467428,0.010838244488746278,0.13529944529458182,0.23642938658714524,,,,,,,,,,
3151503,PIUMHI,MG,24,112,0,0,-0.47175941055571496,-0.37438338914045277,-0.09194506214103826,0.1095505809534301,0.6679602734093745,,,,,,,,,,
3151602,PLANURA,MG,24,34,0,0,-0.07104229163195808,-0.3249794944070232,-0.05616902528176678,-0.21730280271250774,0.127735090342461,,,,,,,,,,
3151701,POCO FUNDO,MG,24,47,0,0,-0.10277205767215844,-0.18169561597116732,0.03895438089071264,-0.1012220412723645,-0.011200743825773008,,,,,,,,,,
3151800,POCOS DE CALDAS,MG,24,1933,4,2,-0.13919885895009726,-0.34091499631637034,-0.263094088243436,-0.2662658104220995,0.4820140293809405,-0.08043011062666636,-0.2970985423384792,-0.28400694534567805,-0.30125786715206027,0.053047746121188566,-0.18979089332840635,-0.1998263134713633,0.2381470634531264,-0.13887301496588275,-0.12837345383073615
3152006,POMPEU,MG,24,153,0,0,-0.14601167916655663,-0.19124415992697402,-0.18091974263342298,-0.007019744801816511,0.2658810376081964,,,,,,,,,,
3152105,PONTE NOVA,MG,24,552,2,3,0.07175456905436006,-0.06612001205121423,0.10458367354513394,0.07491386436518431,-0.07570464142209257,-0.1533328790143649,-0.16110092912777269,0.3147951873441879,-0.10771355506504919,-0.08560080883635282,0.08969937018449044,-0.20218006145805978,-0.18614568639604176,-0.1966571461940076,0.34198686714702664
3152204,PORTEIRINHA,MG,24,48,2,1,-0.330944777057964,-0.5464678450115584,0.020187899363462856,-0.1537998793604306,0.4599088538894261,0.01297498240269205,0.08205498813163872,0.42194156240044056,0.38300039674251457,-0.18713485846554165,-0.14356850721551082,-0.1511670118591232,-0.14558367013382342,0.43994134506405985,
3152501,POUSO ALEGRE,MG,24,1368,4,4,-0.13216829129422136,-0.270878780453478,0.1871986068698173,-0.10490629404524891,0.13934890373102313,-0.2819353276246014,0.029249722505284265,0.04142354698350797,-0.2671939301768366,0.03640176285872176,-0.1114172029062311,-0.35353560040076537,0.2292480902495048,0.0,-0.3276158657284959
3152600,POUSO ALTO,MG,24,36,0,0,0.2323356688372057,-0.05171879091462814,-0.22688637812409304,0.07522474574550168,0.0018417236934541784,,,,,,,,,,
3152808,PRATA,MG,24,223,0,1,-0.05402524978053841,-0.2893874817377438,0.09087253739493671,0.16285235200117937,-0.01730752347342576,,,,,,-0.16816225395433357,-0.17745307757998113,-0.17365294618974278,0.36830141598201066,
3153608,PRUDENTE DE MORAIS,MG,24,39,0,0,-0.00295138330885746,-0.054808944803385384,-0.2026984915411116,0.05852497021203276,0.07367320945484969,,,,,,,,,,
3154309,RESPLENDOR,MG,24,33,1,0,0.01906459937118598,0.031400626874957316,0.4300621202511312,0.01527135714476148,0.08838596827110463,-0.11883712457469715,0.2497268222021764,-0.11716084956187751,-0.12360984849491553,,,,,,
3154606,RIBEIRAO DAS NEVES,MG,24,825,4,4,-0.16653566457119698,-0.43029633440047177,0.0284908029248766,-0.3001748218819501,0.011778803194069546,0.05307947346555838,-0.26860859091488476,0.3288529609481639,-0.22554842722407933,-0.2727272727272727,0.36264994586580884,-0.2262404526381345,-0.21272179238941938,-0.22495409568451666,0.07044663862250758
3155504,RIO PARANAIBA,MG,24,40,0,0,-0.39342305390813753,-0.21934210362479345,-0.17012661275752125,0.09437812740797756,0.24387163338929296,,,,,,,,,,
3155801,RIO POMBA,MG,24,57,0,0,0.20126447158986593,0.32298270812748714,0.07650134299893233,0.1106367083877952,0.2653192634747469,,,,,,,,,,
3156304,RODEIRO,MG,24,89,0,0,-0.25620028752533586,-0.35683869356729747,0.24274805572728342,0.31849183040647383,0.33307131298280385,,,,,,,,,,
3156700,SABARA,MG,24,466,3,1,0.023836900527558297,-0.045810408081654486,0.029520951487408475,-0.06108999053054176,0.09699624994618074,-0.18961142199433853,0.11406844262335965,-0.19030152176409712,0.11819216452498887,-0.10793353340882884,-0.1312525635516668,0.2760997294566958,0.41632061925371927,0.23145502494313785,-0.10793353340882884
3156908,SACRAMENTO,MG,24,111,0,0,-0.11919820481353696,-0.2859368923186565,0.06864380288651258,0.11667845296428392,0.3541124098458191,,,,,,,,,,
3157005,SALINAS,MG,24,123,1,1,-0.3497753339992582,-0.48715971764076604,-0.02548344701490021,-0.16006186602604383,0.34280534043071964,-0.1312525635516668,-0.1380498647283479,-0.13146966923801662,0.23145502494313785,0.384558538860345,-0.1312525635516668,-0.1380498647283479,0.28485095001570265,-0.13887301496588275,-0.14790713033090194
3157203,SANTA BARBARA,MG,24,113,0,1,0.19335298303392642,-0.4757513962375879,-0.1086958408556005,0.04707463235291572,0.13944267975610916,,,,,,0.32900741186403276,0.1460212611324318,0.29926092199871146,-0.16903085094570333,-0.1670466199882679
3157708,SANTA JULIANA,MG,24,76,1,0,-0.31173429204873765,0.10774529689095827,0.2459597646733851,0.41231714472407627,0.7104124869034784,-0.180625434785001,-0.19082284025122073,-0.18787532494453266,-0.18422417725704063,-0.18610323617140284,,,,,
3157807,SANTA LUZIA,MG,24,782,1,7,-0.27243979008520985,-0.35517033868903,0.22614761177338064,0.023215982926860994,0.3652429160937667,-0.1312525635516668,-0.1380498647283479,-0.14558367013382342,0.43994134506405985,0.18610323617140284,-0.1023521231176221,-0.33882199931855406,-0.13518675020023752,0.1515845466876923,0.4486221273371049
3158953,SANTANA DO PARAISO,MG,24,257,0,0,-0.145640328963329,0.044633137610781776,0.3465453952988006,0.13511043485652618,0.23172530807350228,,,,,,,,,,
3159209,SANTA RITA DE CALDAS,MG,24,31,0,0,0.05405001330171184,0.21029821237943291,0.3165906834363094,-0.06271030808985403,-0.02024797480178387,,,,,,,,,,
3159605,SANTA RITA DO SAPUCAI,MG,24,230,0,0,-0.14720448886889775,0.009155932710464564,0.25388041205644724,0.2919294516115453,0.290971236095183,,,,,,,,,,
3159803,SANTA VITORIA,MG,24,46,1,0,-0.2403984994598909,-0.43701304764194104,0.003936891934023603,-0.04597591248758183,0.11050981418227454,-0.10603951061323537,-0.11129646084817227,0.3044586811155281,-0.12353796140044059,0.5028842431250666,,,,,
3159902,SANTO ANTONIO DO AMPARO,MG,24,39,0,0,0.013574962667094004,0.04021194831067481,0.06642285339302713,0.17254199650369123,0.22008397089247597,,,,,,,,,,
3160405,SANTO ANTONIO DO MONTE,MG,24,49,3,0,-0.04071257859427804,-0.1700374844219287,-0.005359411748830869,0.1081230574793973,0.1557638235021071,-0.18067212612216063,0.22558284607671758,0.1690877924500794,-0.18415070799100533,,,,,,
3160702,SANTOS DUMONT,MG,24,82,0,1,-0.24535444995831268,-0.4199702554299046,-0.4512316833835742,-0.05475508724675544,0.24985081221416452,,,,,,-0.11879247414119364,-0.12481171852545074,-0.11709949273674157,-0.12353796140044059,0.35302699803452436
3161007,SAO DOMINGOS DO PRATA,MG,24,55,0,0,-0.40216684077068743,-0.3188544013599705,0.07749300059043777,-0.07182104275334912,0.5307125357070471,,,,,,,,,,
3161502,SAO GERALDO,MG,24,46,1,0,-0.008335160467638082,-0.053285157840973055,0.2517355635874205,0.027271568750129767,0.24822414467897846,-0.09281641882036987,0.48661694024722457,-0.10228935226457879,-0.10778802002732395,-0.1080657239463167,,,,,
3161809,SAO GONCALO DO PARA,MG,24,56,0,0,0.10469108115318403,0.04122327946173151,-0.08995385119331724,-0.059918757307787784,0.3110776313957826,,,,,,,,,,
3161908,SAO GONCALO DO RIO ABAIXO,MG,24,66,0,0,-0.05855480799708388,-0.35289816254676143,-0.09410482720967736,-0.26297009087161527,0.26424906495540906,,,,,,,,,,
3162005,SAO GONCALO DO SAPUCAI,MG,24,56,0,0,-0.06946355977012646,-0.07864964199519481,0.11165773440519042,0.08416571766444228,0.08958424180466903,,,,,,,,,,
3162104,SAO GOTARDO,MG,24,75,1,2,-0.035081921070990923,-0.07491573293799102,0.35839598724401833,0.10396570646258843,0.47377994983572674,0.26919095102908275,-0.1511670118591232,-0.14558367013382342,0.3519530760512479,,-0.14356850721551082,0.1511670118591232,0.22877433878172254,-0.15397947077242097,-0.14790713033090194
3162500,SAO JOAO DEL REI,MG,24,351,2,1,-0.05155593230323417,-0.14408767187180696,0.03572205951796896,-0.12335596831385032,0.05513943345113968,0.4312584230983338,-0.1380498647283479,-0.13146966923801662,-0.13887301496588275,,-0.1312525635516668,-0.1380498647283479,-0.13146966923801662,0.2777460299317655,0.5028842431250666
3162708,SAO JOAO DO PARAISO,MG,24,21,2,0,-0.31646698429874565,-0.0745127774573862,-0.14577147187916947,0.025112910984473557,0.05452609960207667,-0.20772798519515778,-0.218962917634627,0.1357362059948119,0.2076500190176182,0.44408855811468884,,,,,
3162906,SAO JOAO NEPOMUCENO,MG,24,52,2,0,-0.09966637135933719,-0.27933419854733305,0.15548114298396598,0.13912484147002835,0.36635562915756253,-0.10603951061323537,-0.11129646084817227,-0.11709949273674157,-0.12353796140044059,,,,,,
3162922,SAO JOAQUIM DE BICAS,MG,24,484,1,1,-0.2933209810710186,-0.4166404890256241,0.036794727865585464,0.041444307423981495,0.4060780405450438,-0.15584561614612077,-0.1642739187739858,-0.17365294618974278,-0.18415070799100533,0.3849107395700303,-0.15584561614612077,-0.1642739187739858,-0.17365294618974278,0.36830141598201066,
3162955,SAO JOSE DA LAPA,MG,24,137,1,0,-0.4367397843767962,-0.3769414031763709,-0.23365551111300423,-0.1373785654642566,0.3052143059836756,-0.1312525635516668,0.2760997294566958,-0.13146966923801662,-0.13887301496588275,0.36193434330791374,,,,,
3163706,SAO LOURENCO,MG,24,191,0,0,-0.114270966282468,-0.2706394141195074,0.1248142117546106,0.19639310804128998,0.26609138533609067,,,,,,,,,,
3164407,SAO SEBASTIAO DA BELA VISTA,MG,24,40,0,0,0.016868024521646076,-0.096276118799024,0.20030544319242832,-0.033840362559206395,0.12626598662911906,,,,,,,,,,
3164605,SAO SEBASTIAO DO OESTE,MG,24,110,2,0,-0.2823196587034582,-0.3515722475469543,-0.14397017945010562,-0.07626944093857253,0.5723538926106776,-0.10603951061323537,-0.11129646084817227,-0.11709949273674157,-0.12353796140044059,,,,,,
3164704,SAO SEBASTIAO DO PARAISO,MG,24,368,2,2,-0.07010570562145081,0.06752151637744278,0.2764139792806947,0.23718863598703574,0.6026525531420418,-0.14356850721551082,-0.1511670118591232,0.31196500742962163,-0.15397947077242097,,0.09082487681884435,-0.2188133016843699,0.21097078120022028,0.43994134506405985,
3165404,SAPUCAI-MIRIM,MG,24,26,0,0,-0.047893453517721715,-0.21089772073379226,0.22851978134560086,0.15877987552537806,0.08625736702059812,,,,,,,,,,
3165537,SARZEDO,MG,24,245,0,1,-0.13485791345637368,-0.37909621079164557,0.016804834161021805,0.003363904275078585,0.07262689519876948,,,,,,-0.15589041868151407,-0.16432629368963952,-0.1596665001584833,-0.16910276367005675,-0.20541351223856336
3166808,SERRA DO SALITRE,MG,24,47,2,0,-0.45766328344466833,-0.4803106076376735,-0.0633245941000048,-0.32223415596725286,0.24320542838217973,-0.1312525635516668,-0.1380498647283479,-0.14558367013382342,-0.15397947077242097,,,,,,
3167103,SERRO,MG,24,56,0,0,-0.012643750826362984,-0.1874273821432657,0.17769273483881828,0.46033645404641227,0.153970977648269,,,,,,,,,,
3167202,SETE LAGOAS,MG,24,2045,16,0,-0.09899217075368219,-0.20047056543697933,0.025955230607795383,-0.10253725792696938,0.19862239848991475,0.2779931796803882,-0.09802004589171945,0.06272228540795188,0.013850088798424781,-0.04489679984770862,,,,,
3168002,TAIOBEIRAS,MG,24,106,0,1,-0.26610419035826444,-0.17448371407113786,0.053361555302337264,-0.18572733225660776,0.12418385699702203,,,,,,-0.10603951061323537,-0.11129646084817227,-0.10222556095668148,-0.10771355506504919,
3168606,TEOFILO OTONI,MG,24,692,5,2,-0.17231330984778942,-0.13503759549938504,-0.12351891676341191,-0.23547666217304808,-0.014191551491281313,-0.13838949641030351,-0.3412683993140449,-0.032673507550443556,-0.30125786715206027,0.6896206995754515,-0.18979089332840635,0.1284597729458764,-0.1905176507625011,-0.20149814827784027,-0.12837345383073615
3168705,TIMOTEO,MG,24,369,5,0,-0.21991042541754502,-0.07463662732049899,-0.001453676871795071,-0.13343754973274943,0.123783979143503,-0.23744482149444854,0.011916030020776935,0.06513450391989181,0.309073317821959,0.21560984046602585,,,,,
3169000,TOCANTINS,MG,24,113,1,0,-0.4204913795103793,-0.3201325415922123,0.12051279021427666,-0.016878093809498958,0.5412156474200218,-0.07860336953666276,-0.08233397804228353,-0.08643572325155013,-0.09096678634074566,-0.10793353340882884,,,,,
3169307,TRES CORACOES,MG,24,377,3,2,-0.21693543462983236,-0.38406109388260196,-0.2728383877187138,-0.25407583806811573,0.22510601659777352,-0.2379154757154432,0.047767625351759234,0.0631185258864746,-0.026773977630083295,0.08624393618641034,-0.1312525635516668,-0.1380498647283479,-0.14558367013382342,-0.15397947077242097,
3169356,TRES MARIAS,MG,24,107,1,0,-0.1901220054183191,0.1625452493396079,0.07519186950879193,0.1632781536518756,-0.15021340469177072,0.3640584697888032,-0.1644837195220285,0.17983005915089956,0.2539785806990915,-0.14790713033090194,,,,,
3169406,TRES PONTAS,MG,24,254,1,2,-0.16707232866025068,-0.3150674387032977,0.032063553606006094,-0.11576689215877538,0.47861027597121514,-0.11883712457469715,-0.1248634111010882,0.46864339824751006,,,-0.11883712457469715,-0.1248634111010882,-0.11716084956187751,-0.12360984849491553,-0.12837345383073615
3169604,TUPACIGUARA,MG,24,174,1,2,-0.2786644930374267,-0.32860991873949186,0.1130813714318146,-0.2044020395027746,0.19226356303242437,0.3768673314407159,-0.1511670118591232,0.21945800946572175,-0.16903085094570333,-0.20528572777068282,-0.14356850721551082,0.22675051778868482,-0.15960582506597942,-0.16903085094570333,-0.20528572777068282
3169703,TURMALINA,MG,24,64,0,0,-0.09525054413333321,0.0876808713574847,0.0300591880348652,0.2621283904333904,0.14809877787010695,,,,,,,,,,
3169901,UBA,MG,24,663,3,9,0.03433657752916093,0.08498355108999857,0.18154914675131825,0.25620157854565856,0.39859566564740423,0.7560375486978479,0.08087202458322391,0.49638849705611127,0.1311047641293384,-0.1084652289093281,0.35114002866077676,0.08443193693575636,0.1856285151190895,0.10728526885571864,-0.12887589588356851
3170107,UBERABA,MG,24,2739,14,14,-0.4422588502548884,-0.6262431210495769,-0.28100889484238,-0.2392719838407377,0.3421503826688602,-0.19010830828945377,-0.44345946954364335,-0.2189914868714186,-0.18646926890290563,0.22309275845454168,-0.3243113312049232,-0.4599652692398632,-0.03532306759864473,-0.4699562699927744,0.1874234082817069
3170206,UBERLANDIA,MG,24,5852,18,31,-0.2831803885932003,-0.31951179645386574,-0.007511234710464666,0.002320844404602353,0.3171374030816931,0.14707364970046127,-0.362143528045495,0.07918739859212831,0.24315945106585446,-0.04840047674704395,-0.3816017738878719,-0.44928799542806125,0.05674970716921844,0.07881407347487071,-0.01692295225741255
3170404,UNAI,MG,24,306,1,1,-0.1326400091034057,-0.08708674669831735,0.1485747171324746,-0.04019165678030366,0.6049001513826263,-0.15584561614612077,-0.1642739187739858,0.29926092199871146,-0.16903085094570333,0.39879264893872035,0.25974269357686797,0.3285478375479716,-0.15960582506597942,-0.16903085094570333,
3170503,URUCANIA,MG,24,87,2,0,0.17364133878223162,0.13123855933536316,0.07918614275765098,0.08067940492105638,0.4588368969549275,0.09492743569146075,0.18562207404737238,0.5398000104937531,0.43657932126865384,-0.15733881028688976,,,,,
3170701,VARGINHA,MG,24,989,2,3,-0.32726397668182194,-0.4249511867756792,-0.3588255837146366,-0.16278517689870647,0.47862083989836735,-0.1341431204246545,-0.14079529090477774,-0.12525726299675796,-0.13198848607808558,0.3146776205737795,-0.13401627110983003,0.22932027068056104,-0.12511516736054804,-0.13182339722538647,-0.10793353340882884
3170800,VARZEA DA PALMA,MG,24,204,0,0,-0.004340603739069448,-0.14975179107044975,-0.17228054432431517,-0.33765611827028824,-0.16754705212901672,,,,,,,,,,
3171006,VAZANTE,MG,24,81,1,0,-0.12143665382688762,0.007070273678153333,0.3162507201609553,0.15771061094561417,-0.0636499900761306,-0.14361283900820412,-0.1512186664008184,-0.14564381625088382,-0.15405047814108908,-0.167169043324589,,,,,
3171204,VESPASIANO,MG,24,589,0,2,-0.3028894636417385,-0.3128756440078391,0.18019832808338523,0.13897427566857193,0.3610532129393939,,,,,,0.18979089332840635,-0.1998263134713633,0.09041604908580869,0.11170844904990009,-0.27128975439762093
3171303,VICOSA,MG,24,234,0,3,0.1286832619983633,-0.01923755822491063,0.17628573275216378,0.05700805865867737,-0.25982689879419135,,,,,,0.08969937018449044,0.0539146830554826,-0.18614568639604176,0.1966571461940076,-0.12478354962115545
3171709,VIRGINIA,MG,24,39,0,0,-0.24586170555561207,-0.012835166076226942,0.04613865103136297,0.09668270636330839,0.075086321856724,,,,,,,,,,
3172004,VISCONDE DO RIO BRANCO,MG,24,298,7,0,0.09250511720960607,0.025625572402601483,0.07394302139929813,-0.21715365044345125,-0.15599143922201797,0.05667336917683865,-0.2260773964348709,-0.2125531662888879,-0.22475702679370324,-0.15706636192614137,,,,,
3200102,AFONSO CLAUDIO,ES,24,102,0,0,-0.15155220354787252,-0.26943632458676997,-0.11102849231332078,-0.13176055250667495,0.26039526845883354,,,,,,,,,,
3200300,ALFREDO CHAVES,ES,24,49,0,0,0.025684910207074394,-0.23519208103577818,0.153147544541254,0.034213221740613996,0.18972307324693793,,,,,,,,,,
3200409,ANCHIETA,ES,24,135,1,3,-0.27953679024227357,-0.16486415071491872,-0.029723383240539254,-0.17738677959165103,0.6865709135001247,-0.11879247414119364,-0.12481171852545074,-0.13146966923801662,-0.13887301496588275,-0.1670466199882679,-0.17161120007588127,-0.18047744680791858,0.06703803607598874,-0.2012461179749811,-0.1670466199882679
3200607,ARACRUZ,ES,24,665,4,4,-0.3768978371881679,-0.5525794540502911,-0.20826698759187945,-0.23891707086069397,0.2737477140457498,0.12998673672393626,0.21604953357824547,-0.34478798873601946,-0.13750477455423168,0.056553463581555836,-0.2819353276246014,-0.034044758981560376,-0.28993837966622105,0.03419927840283847,0.48628580135247096
3200706,ATILIO VIVACQUA,ES,24,180,0,0,-0.14600963722687563,-0.26823462138971793,-0.017673726155656537,0.1869557662005157,0.42982184912316573,,,,,,,,,,
3200805,BAIXO GUANDU,ES,24,90,2,0,0.13346321917239448,0.18255545066140105,0.0433015855972933,0.18606164313062207,-0.12256526740177397,0.22517504920663145,0.18258477076626614,0.2993746877971562,-0.16910276367005675,-0.14802951937156295,,,,,
3200904,BARRA DE SAO FRANCISCO,ES,24,249,3,1,-0.4347768940676287,-0.31619100928369964,-0.0935507091741303,-0.05559758016125096,0.49495276722538895,-0.1312968084757456,-0.13810125124221703,-0.13152996260015795,-0.13894392281577547,,-0.1312968084757456,-0.13810125124221703,-0.13152996260015795,-0.13894392281577547,
3201001,BOA ESPERANCA,ES,24,33,0,0,-0.22412778945522155,-0.29770324720169883,-0.42606784629860067,-0.04938350419931213,0.2160719024391485,,,,,,,,,,
3201209,CACHOEIRO DE ITAPEMIRIM,ES,24,1404,11,1,-0.33049416671354565,-0.3236824169337058,0.06076293907464894,-0.023034423027541526,0.5030896277540604,-0.07414390245175095,-0.3434267028295071,0.3584068207668974,-0.02447559097055606,-0.2713903662805649,-0.11879247414119364,-0.12481171852545074,-0.11709949273674157,0.49415184560176234,0.32539568672798425
3201308,CARIACICA,ES,24,1996,5,12,-0.09045217682749511,-0.21898632325660086,0.20982743289455977,-0.006516265656591122,0.3168499511431151,-0.23744482149444854,-0.25023663043631567,0.13569688316644127,0.1297840338906062,-0.03693976922890417,-0.2756766825317238,-0.08470186991338205,-0.2225845374934437,0.1319697410729812,0.11325360356883783
3201407,CASTELO,ES,24,298,1,0,-0.03741423555108758,-0.2764889679248734,0.04690106964667522,-0.23668420103956597,-0.04469706753753574,-0.14356850721551082,-0.1511670118591232,-0.15960582506597942,0.33806170189140666,-0.18610323617140284,,,,,
3201506,COLATINA,ES,24,1160,3,1,-0.20437245993823894,-0.35248611067011926,-0.08323332690157209,-0.17127484260087078,0.3980730193304408,-0.18961142199433853,-0.1996197745908794,-0.19030152176409712,-0.2012461179749811,-0.12837345383073615,0.31875622576833373,-0.1380498647283479,-0.13146966923801662,-0.13887301496588275,-0.12837345383073615
3201605,CONCEICAO DA BARRA,ES,24,35,3,0,-0.23480346329789412,0.20404799205935176,-0.054107416676852024,-0.03748946162389074,0.4119909024813343,0.011857707509881422,0.0719608639321375,0.05251778591565829,-0.04128614119223852,0.13293088297957345,,,,,
3201902,DOMINGOS MARTINS,ES,24,161,0,0,0.0872152699452297,0.03996683917412932,0.17916282796687896,0.18386091549714248,0.3871034731588029,,,,,,,,,,
3202108,ECOPORANGA,ES,24,33,0,0,0.001586143074908663,-0.21250258298204833,0.24840191233256256,0.1491817382906585,0.018547347355700728,,,,,,,,,,
3202207,FUNDAO,ES,24,71,1,0,-0.08303492848309281,-0.15019199428755795,0.22644310823652997,-0.13051318771821954,0.04089188753462105,0.16151457061744967,-0.1511670118591232,0.22877433878172254,-0.15397947077242097,0.34562029574689096,,,,,
3202306,GUACUI,ES,24,35,0,0,0.09471512887748605,-0.13071345646941743,0.08455416134276414,-0.13479565051685627,-0.10907360291694286,,,,,,,,,,
3202405,GUARAPARI,ES,24,394,2,1,-0.27491011278524535,-0.4614766165887913,-0.33105559739691176,-0.36729015092880324,0.1638240402870365,0.30508307783296046,-0.1511670118591232,-0.14558367013382342,-0.15397947077242097,0.25056992998240185,-0.14356850721551082,-0.1511670118591232,-0.14558367013382342,0.21997067253202993,0.36193434330791374
3202454,IBATIBA,ES,24,39,1,0,-0.08239188143242941,-0.09150922708303702,-0.21326566711096245,-0.006628838369868626,0.12616581608010385,-0.18095303656822614,0.06953036665008325,0.2824800013378253,0.16003048490072438,-0.18635220382275078,,,,,
3202504,IBIRACU,ES,24,77,0,0,-0.2302420002061807,-0.5626238900673087,-0.12770278700471116,-0.31385950712517746,0.33756819921191966,,,,,,,,,,
3202603,ICONHA,ES,24,91,0,0,-0.09452536022951404,-0.18185888903087746,0.061363340762559726,0.020700448639205376,0.31600090052668767,,,,,,,,,,
3202801,ITAPEMIRIM,ES,24,228,5,0,-0.38014237942828843,-0.5439457631027109,-0.24320455441735253,-0.3660158863305925,0.2674766507882059,-0.2597252018974261,-0.2740134787903624,0.05106869187302756,-0.30779350562554625,0.10683911534328766,,,,,
3202900,ITARANA,ES,24,54,1,1,-0.12382297943244679,-0.41197444226795116,-0.20413937093071663,-0.23491621115219624,0.33786680806391817,0.1615644438842296,0.22682799960122763,-0.14558367013382342,-0.15397947077242097,0.44372139099270586,-0.14361283900820412,-0.1512186664008184,-0.14558367013382342,-0.15397947077242097,-0.14790713033090194
3203007,IUNA,ES,24,27,1,0,-0.20221755623143353,-0.2675576323923618,-0.042384839859334465,0.4409530893997425,0.01696984578763809,-0.10603951061323537,0.4451858433926891,-0.10222556095668148,0.43085422026019676,-0.08560080883635282,,,,,
3203056,JAGUARE,ES,24,55,0,1,0.3549566132609828,0.32910223970093594,0.32627791125807365,0.44041409347649046,0.15826252746027325,,,,,,-0.14356850721551082,0.1511670118591232,0.3951556760775207,0.30795894154484194,-0.12837345383073615
3203106,JERONIMO MONTEIRO,ES,24,33,0,0,0.2653717134214106,0.290875268112467,0.29710282287486905,0.3772208235955609,0.3295428616836155,,,,,,,,,,
3203130,JOAO NEIVA,ES,24,53,0,0,-0.2195655093363767,-0.4265480192508803,-0.0933256042882349,0.059644077093819095,0.12899324484709707,,,,,,,,,,
3203205,LINHARES,ES,24,1512,9,1,-0.38649974456852876,-0.4789686707778533,-0.18244499043341392,-0.08864852944495036,0.4454005329729824,-0.3505609469099829,-0.13857730090630044,0.10010812535728866,-0.18508871292367643,0.22717620761626847,-0.14361283900820412,-0.1512186664008184,0.4369314487526515,,
3203320,MARATAIZES,ES,24,107,1,2,-0.15511620949854285,-0.2546314428297389,-0.1590496665858657,0.06967848456633588,0.5800983832403728,-0.16816225395433357,-0.17745307757998113,0.32801112058062526,0.24553427732134045,0.33358930762735955,-0.16816225395433357,-0.17745307757998113,-0.17365294618974278,-0.18415070799100533,
3203346,MARECHAL FLORIANO,ES,24,80,1,0,-0.20214565058327405,-0.2614995472849853,0.07809515537393352,0.01865246470396637,0.3764071685207618,0.20195896582632258,-0.1776136444150456,-0.17383837384127884,0.2253427977522267,,,,,,
3203353,MARILANDIA,ES,24,34,1,0,-0.1323737247630635,0.0,-0.030695930117523498,-0.19649855940641714,0.045398807180416466,-0.16834484060307353,0.24873416908154553,0.13525580069894685,-0.1844451137872728,-0.18622759518038343,,,,,
