cod_ibge7,nome_municipio,uf,meses_dado,total_cat,total_obito,total_cid_mental,corr_n_cat_lag0,corr_n_cat_lag1,corr_n_cat_lag2,corr_n_cat_lag3,corr_n_cat_lag6,corr_n_obito_lag0,corr_n_obito_lag1,corr_n_obito_lag2,corr_n_obito_lag3,corr_n_obito_lag6,corr_n_cid_mental_lag0,corr_n_cid_mental_lag1,corr_n_cid_mental_lag2,corr_n_cid_mental_lag3,corr_n_cid_mental_lag6
1303536,PRESIDENTE FIGUEIREDO,AM,24,56,0,0,-0.4333032196946035,-0.5529552055237194,-0.23663533670459055,-0.27752807231828536,0.6231812589221702,,,,,,,,,,
1400100,BOA VISTA,RR,24,1457,6,4,-0.23924419057918153,-0.20917713319564368,-0.02446004553309847,0.08140041175688426,0.6360472589495145,0.08762844602771316,-0.25023663043631567,-0.023520793082183154,0.18207982102498288,-0.14790713033090194,-0.23744482149444854,0.05750779705679304,-0.19030152176409712,-0.2012461179749811,0.5028842431250666
1400472,RORAINOPOLIS,RR,24,56,0,0,-0.1090763269450296,-0.03229265822069518,0.026540869966147487,0.31032470648566707,0.25049834826012146,,,,,,,,,,
1400506,SAO JOAO DA BALIZA,RR,24,29,0,1,-0.24485259180155192,-0.001607478399969992,0.04705118357783149,-0.22737185503064464,0.0941780942834177,,,,,,0.3938904254272368,-0.13810125124221703,-0.13152996260015795,-0.13894392281577547,-0.167169043324589
1500107,ABAETETUBA,PA,24,122,2,0,-0.37535606479547085,-0.04101955123544739,0.018508886646844257,0.012010793545132032,0.5152181349053477,-0.15584561614612077,-0.1642739187739858,-0.15960582506597942,0.21128856368212914,0.39879264893872035,,,,,
1500206,ACARA,PA,24,60,0,0,-0.053045198684219065,0.03712603030653232,0.021877056329580816,-0.06058139700674481,0.29239671571760656,,,,,,,,,,
1500347,AGUA AZUL DO NORTE,PA,24,259,0,0,-0.11419055445083902,-0.17792392825796258,-0.06583941205608079,0.0,0.18717303645318098,,,,,,,,,,
1500602,ALTAMIRA,PA,24,193,2,0,-0.1976468770982145,-0.07793573742609722,0.11510441400234442,0.24099344803036982,0.3465907245500209,-0.1312525635516668,-0.1380498647283479,0.4601438423330581,,,,,,,
1500800,ANANINDEUA,PA,24,1252,8,12,-0.19722666993868437,-0.07866276229365414,0.06908251860575258,0.22521574904271338,0.7829301839446744,-0.26147889421751064,-0.43158604584028193,0.0007896322827985572,0.09814634357195262,-0.18768604913002362,-0.05137776401965857,0.2376352274226341,-0.08881744935148912,-0.009277498988436387,0.7197347293072801
1501303,BARCARENA,PA,24,470,2,0,-0.20718959021081107,-0.14014280942485147,0.24821022282060973,0.19717261904761904,0.48249992370157513,0.19462473604038075,-0.2188133016843699,-0.014455675886984463,0.521168438562221,0.05610990015605434,,,,,
