cod_ibge7,cod_ibge6,cod_siafi,uf,nome_municipio,cat_total,cat_obito,cat_cid_mental,cat_cid_lesao,cat_cid_musculo,cat_afastamento,cnae_dominante,cnae_dominante_nome,cat_cnae_dominante,concentracao_dominante,n_cnaes_ativos,bf_media,bf_pico,bf_vale,bf_ini,bf_fim,bf_variacao_periodo,bf_variacao_pct
3505203,350520,6203,SP,BARIRI                                       ,199.0,3.0,0.0,138.0,11.0,89.0,19,Fabricacao de Alcool,32.0,0.16080402010050251,25,1466.3333333333333,1550,1385,1408,1541,133,0.09446022727272728
3505401,350540,6207,SP,BARRA DO TURVO                               ,6.0,0.0,0.0,5.0,0.0,4.0,08,"Extracao de Pedra, A",3.0,0.5,4,1149.375,1264,1011,1264,1033,-231,-0.18275316455696203
3505609,350560,6211,SP,BARRINHA                                     ,81.0,0.0,0.0,54.0,1.0,34.0,47,Comercio Varejista d,23.0,0.2839506172839506,14,2632.875,2921,2319,2921,2355,-566,-0.1937692571037316
3505807,350580,6215,SP,BASTOS                                       ,106.0,1.0,0.0,79.0,3.0,51.0,13,Tecelagem de Fios de,26.0,0.24528301886792453,16,744.125,811,643,774,666,-108,-0.13953488372093023
3506003,350600,6219,SP,BAURU                                        ,4512.0,6.0,14.0,2978.0,322.0,2008.0,86,Atividades de Atendi,655.0,0.14516843971631205,64,14357.416666666666,15272,13073,14090,13653,-437,-0.031014904187366927
3506201,350620,6223,SP,BENTO DE ABREU                               ,13.0,0.0,0.0,9.0,1.0,4.0,10,"Abate de Suinos, Ave",9.0,0.6923076923076923,4,166.375,176,147,176,158,-18,-0.10227272727272728
3506607,350660,6231,SP,BIRITIBA-MIRIM                               ,68.0,0.0,0.0,57.0,0.0,33.0,47,Comercio Varejista d,25.0,0.36764705882352944,16,3010.375,3270,2720,3113,2865,-248,-0.0796659171217475
3506805,350680,6235,SP,BOCAINA                                      ,92.0,0.0,0.0,70.0,4.0,34.0,10,"Abate de Suinos, Ave",20.0,0.21739130434782608,15,610.375,677,509,535,677,142,0.26542056074766357
3507001,350700,6239,SP,BOITUVA                                      ,652.0,4.0,2.0,456.0,48.0,310.0,10,"Abate de Suinos, Ave",161.0,0.2469325153374233,42,3079.625,3282,2828,3197,2974,-223,-0.06975289333750391
3507100,350710,6241,SP,BOM JESUS DOS PERDOES                        ,230.0,2.0,1.0,183.0,13.0,119.0,25,Fabricacao de Produt,34.0,0.14782608695652175,23,1760.875,1973,1473,1845,1473,-372,-0.2016260162601626
3507308,350730,6245,SP,BORACEIA                                     ,61.0,0.0,0.0,55.0,3.0,28.0,49,Transporte Rodoviari,18.0,0.29508196721311475,11,255.58333333333334,280,219,259,223,-36,-0.138996138996139
3507407,350740,6247,SP,BORBOREMA                                    ,160.0,0.0,0.0,114.0,11.0,60.0,84,Administracao Public,55.0,0.34375,18,593.0416666666666,680,481,662,507,-155,-0.23413897280966767
3507506,350750,6249,SP,BOTUCATU                                     ,1962.0,2.0,16.0,1410.0,143.0,838.0,29,Fabricacao de Pecas ,451.0,0.22986748216106015,57,6818.916666666667,7431,6035,6966,6233,-733,-0.10522538041917887
3507902,350790,6259,SP,BROTAS                                       ,167.0,0.0,0.0,126.0,10.0,61.0,47,Comercio Varejista d,48.0,0.2874251497005988,25,557.5833333333334,645,472,645,505,-140,-0.21705426356589147
3508108,350810,6263,SP,BURITAMA                                     ,120.0,1.0,0.0,92.0,5.0,61.0,10,"Abate de Suinos, Ave",71.0,0.5916666666666667,10,1229.0416666666667,1282,1173,1257,1234,-23,-0.018297533810660304
3508306,350830,6267,SP,CABRALIA PAULISTA                            ,16.0,0.0,0.0,12.0,1.0,8.0,84,Administracao Public,7.0,0.4375,5,307.2916666666667,325,294,295,314,19,0.06440677966101695
3508702,350870,6275,SP,CACONDE                                      ,13.0,1.0,0.0,7.0,0.0,4.0,86,Atividades de Atendi,4.0,0.3076923076923077,8,1147.1666666666667,1329,866,1328,935,-393,-0.29593373493975905
3508900,350890,6279,SP,CAIABU                                       ,4.0,0.0,0.0,1.0,0.0,2.0,84,Administracao Public,3.0,0.75,2,167.79166666666666,176,152,168,157,-11,-0.06547619047619048
3509304,350930,6287,SP,CAJOBI                                       ,19.0,0.0,0.0,16.0,0.0,12.0,01,Criacao de Aves     ,7.0,0.3684210526315789,5,493.5416666666667,567,423,567,447,-120,-0.21164021164021163
3509502,350950,6291,SP,CAMPINAS                                     ,10031.0,29.0,92.0,6930.0,773.0,4627.0,47,Comercio Varejista d,1288.0,0.1284019539427774,74,56497.541666666664,61471,47838,60903,50328,-10575,-0.1736367666617408
3509700,350970,6295,SP,CAMPOS DO JORDAO                             ,290.0,2.0,3.0,203.0,40.0,132.0,47,Comercio Varejista d,67.0,0.23103448275862068,26,1420.125,1658,1086,1624,1205,-419,-0.2580049261083744
3509908,350990,6299,SP,CANANEIA                                     ,37.0,0.0,2.0,21.0,5.0,19.0,84,Administracao Public,15.0,0.40540540540540543,6,1408.7083333333333,1490,1331,1391,1367,-24,-0.017253774263120056
3510104,351010,6303,SP,CANDIDO RODRIGUES                            ,19.0,0.0,0.0,16.0,1.0,7.0,10,"Abate de Suinos, Ave",7.0,0.3684210526315789,6,139.91666666666666,155,117,144,132,-12,-0.08333333333333333
3510302,351030,6307,SP,CAPELA DO ALTO                               ,123.0,1.0,0.0,69.0,13.0,64.0,84,Administracao Public,43.0,0.34959349593495936,13,1651.3333333333333,1748,1497,1748,1542,-206,-0.11784897025171624
3510500,351050,6311,SP,CARAGUATATUBA                                ,739.0,6.0,2.0,458.0,42.0,333.0,86,Atividades de Atendi,254.0,0.34370771312584575,39,8761.666666666666,9899,7631,9899,7827,-2072,-0.20931407212849784
3510708,351070,6315,SP,CARDOSO                                      ,9.0,0.0,0.0,9.0,0.0,2.0,56,Restaurantes e Outro,4.0,0.4444444444444444,3,425.0833333333333,508,322,490,332,-158,-0.3224489795918367
3510906,351090,6319,SP,CASSIA DOS COQUEIROS                         ,2.0,0.0,0.0,0.0,0.0,0.0,84,Administracao Public,2.0,1.0,1,161.29166666666666,179,142,168,144,-24,-0.14285714285714285
3511102,351110,6323,SP,CATANDUVA                                    ,1534.0,3.0,5.0,978.0,107.0,692.0,86,Atividades de Atendi,384.0,0.2503259452411995,57,2769.1666666666665,3209,2175,3001,2399,-602,-0.20059980006664446
3511300,351130,6327,SP,CEDRAL                                       ,200.0,0.0,0.0,147.0,9.0,78.0,25,Fabricacao de Produt,36.0,0.18,24,198.5,222,188,222,195,-27,-0.12162162162162163
3511508,351150,6331,SP,CERQUILHO                                    ,531.0,2.0,1.0,399.0,23.0,224.0,14,Confeccao de Pecas d,129.0,0.24293785310734464,35,709.8333333333334,1036,427,1036,427,-609,-0.5878378378378378
3511706,351170,6335,SP,CHARQUEADA                                   ,115.0,0.0,0.0,88.0,8.0,55.0,47,Comercio Varejista d,20.0,0.17391304347826086,23,887.4583333333334,1013,764,1013,793,-220,-0.21717670286278382
3511904,351190,6339,SP,CLEMENTINA                                   ,37.0,0.0,0.0,28.0,4.0,17.0,10,"Abate de Suinos, Ave",24.0,0.6486486486486487,6,403.4166666666667,428,360,424,360,-64,-0.1509433962264151
3512308,351230,6347,SP,CONCHAS                                      ,47.0,0.0,0.0,32.0,1.0,18.0,84,Administracao Public,8.0,0.1702127659574468,16,1055.2083333333333,1172,938,1172,966,-206,-0.1757679180887372
3512902,351290,6359,SP,COSMORAMA                                    ,105.0,1.0,0.0,80.0,8.0,44.0,29,Fabricacao de Pecas ,59.0,0.5619047619047619,11,635.1666666666666,693,574,693,574,-119,-0.1717171717171717
3513108,351310,6363,SP,CRAVINHOS                                    ,311.0,1.0,0.0,227.0,24.0,133.0,25,Fabricacao de Produt,38.0,0.12218649517684887,31,1832.6666666666667,2150,1448,2150,1620,-530,-0.24651162790697675
3513306,351330,6367,SP,CRUZALIA                                     ,5.0,0.0,0.0,1.0,0.0,3.0,84,Administracao Public,4.0,0.8,2,101.41666666666667,113,80,80,103,23,0.2875
3513504,351350,6371,SP,CUBATAO                                      ,674.0,6.0,7.0,473.0,40.0,317.0,86,Atividades de Atendi,111.0,0.16468842729970326,29,8531.416666666666,9464,6979,9336,6979,-2357,-0.2524635818337618
3513702,351370,6375,SP,DESCALVADO                                   ,340.0,1.0,0.0,272.0,10.0,161.0,47,Comercio Varejista d,53.0,0.15588235294117647,31,686.4583333333334,785,547,770,594,-176,-0.22857142857142856
3513900,351390,6379,SP,DIVINOLANDIA                                 ,112.0,0.0,0.0,57.0,2.0,62.0,86,Atividades de Atendi,79.0,0.7053571428571429,11,809.9583333333334,911,677,911,705,-206,-0.2261251372118551
3514106,351410,6383,SP,DOIS CORREGOS                                ,218.0,1.0,1.0,172.0,9.0,98.0,47,Comercio Varejista d,30.0,0.13761467889908258,22,1361.0833333333333,1425,1258,1357,1274,-83,-0.061164333087693444
3514304,351430,6387,SP,DOURADO                                      ,287.0,0.0,0.0,208.0,16.0,135.0,10,"Abate de Suinos, Ave",124.0,0.43205574912891986,14,463.625,510,389,502,424,-78,-0.1553784860557769
3514502,351450,6391,SP,DUARTINA                                     ,68.0,0.0,0.0,52.0,6.0,31.0,61,Telecomunicacoes por,19.0,0.27941176470588236,14,620.2916666666666,655,573,618,592,-26,-0.042071197411003236
3514700,351470,6395,SP,ECHAPORA                                     ,19.0,3.0,0.0,8.0,3.0,7.0,10,"Abate de Suinos, Ave",7.0,0.3684210526315789,5,612.625,642,561,642,593,-49,-0.0763239875389408
3514908,351490,6399,SP,ELIAS FAUSTO                                 ,243.0,0.0,2.0,186.0,13.0,125.0,10,"Abate de Suinos, Ave",74.0,0.3045267489711934,23,1266.0833333333333,1364,1130,1302,1195,-107,-0.08218125960061444
3515103,351510,6403,SP,EMBU-GUACU                                   ,263.0,0.0,3.0,178.0,19.0,141.0,47,Comercio Varejista d,49.0,0.18631178707224336,27,5840.75,6878,4881,6878,5126,-1752,-0.254725210817098
3515202,351520,6405,SP,ESTRELA D'OESTE                              ,223.0,0.0,0.0,198.0,4.0,110.0,10,"Abate de Suinos, Ave",207.0,0.9282511210762332,12,321.875,381,233,370,256,-114,-0.3081081081081081
3515509,351550,6411,SP,FERNANDOPOLIS                                ,623.0,2.0,0.0,406.0,29.0,285.0,47,Comercio Varejista d,116.0,0.18619582664526485,43,2719.625,3062,2339,3062,2451,-611,-0.19954278249510124
3515608,351560,6413,SP,FERNANDO PRESTES                             ,7.0,0.0,0.0,7.0,0.0,3.0,47,Comercio Varejista d,3.0,0.42857142857142855,4,239.0,258,214,253,222,-31,-0.1225296442687747
3515707,351570,6415,SP,FERRAZ DE VASCONCELOS                        ,750.0,0.0,4.0,576.0,57.0,367.0,29,Fabricacao de Pecas ,106.0,0.14133333333333334,39,14860.958333333334,15543,13131,15081,13959,-1122,-0.07439824945295405
3515905,351590,6419,SP,FLOREAL                                      ,2.0,0.0,0.0,2.0,0.0,0.0,31,Fabricacao de Moveis,2.0,1.0,1,112.70833333333333,130,99,117,99,-18,-0.15384615384615385
3516101,351610,6423,SP,FLORINIA                                     ,10.0,0.0,0.0,6.0,0.0,8.0,84,Administracao Public,8.0,0.8,3,257.9583333333333,270,240,252,254,2,0.007936507936507936
3516309,351630,6427,SP,FRANCISCO MORATO                             ,311.0,1.0,16.0,172.0,26.0,133.0,86,Atividades de Atendi,97.0,0.31189710610932475,23,15503.541666666666,18363,12620,18363,12620,-5743,-0.3127484615803518
3516507,351650,6431,SP,GABRIEL MONTEIRO                             ,15.0,0.0,0.0,10.0,2.0,10.0,15,Fabricacao de Calcad,7.0,0.4666666666666667,3,82.91666666666667,90,77,85,81,-4,-0.047058823529411764
3516705,351670,6435,SP,GARCA                                        ,330.0,4.0,0.0,221.0,23.0,151.0,86,Atividades de Atendi,73.0,0.22121212121212122,30,2519.9583333333335,2665,2321,2658,2376,-282,-0.10609480812641084
3516903,351690,6439,SP,GENERAL SALGADO                              ,12.0,0.0,0.0,9.0,0.0,4.0,47,Comercio Varejista d,3.0,0.25,6,363.0416666666667,389,319,384,319,-65,-0.16927083333333334
3517109,351710,6443,SP,GLICERIO                                     ,21.0,0.0,0.0,16.0,2.0,9.0,23,Fabricacao de Artefa,10.0,0.47619047619047616,3,372.0416666666667,395,349,364,359,-5,-0.013736263736263736
3517307,351730,6447,SP,GUAIMBE                                      ,2.0,0.0,0.0,2.0,0.0,1.0,84,Administracao Public,1.0,0.5,2,491.4583333333333,557,446,557,472,-85,-0.1526032315978456
3517901,351790,6459,SP,GUARACI                                      ,44.0,0.0,0.0,32.0,1.0,31.0,10,"Abate de Suinos, Ave",32.0,0.7272727272727273,6,680.375,820,515,820,558,-262,-0.3195121951219512
3518305,351830,6467,SP,GUARAREMA                                    ,327.0,1.0,4.0,218.0,19.0,149.0,23,Fabricacao de Artefa,74.0,0.22629969418960244,31,2582.0416666666665,2720,2434,2616,2544,-72,-0.027522935779816515
3518503,351850,6471,SP,GUAREI                                       ,39.0,0.0,0.0,31.0,3.0,13.0,16,Desdobramento de Mad,11.0,0.28205128205128205,11,568.375,586,525,574,537,-37,-0.06445993031358885
3518701,351870,6475,SP,GUARUJA                                      ,1090.0,6.0,10.0,731.0,71.0,499.0,47,Comercio Varejista d,247.0,0.22660550458715598,41,18680.958333333332,20372,15430,19894,15467,-4427,-0.22252940585101036
3518909,351890,6479,SP,GUZOLANDIA                                   ,8.0,0.0,0.0,6.0,0.0,7.0,84,Administracao Public,7.0,0.875,2,245.16666666666666,272,209,256,209,-47,-0.18359375
3519105,351910,6483,SP,IACANGA                                      ,86.0,0.0,0.0,69.0,6.0,51.0,19,Fabricacao de Alcool,31.0,0.36046511627906974,16,813.875,876,728,808,777,-31,-0.038366336633663366
3519501,351950,6491,SP,IBIRAREMA                                    ,49.0,2.0,0.0,40.0,5.0,33.0,10,"Abate de Suinos, Ave",20.0,0.40816326530612246,7,839.75,894,733,892,761,-131,-0.1468609865470852
3519709,351970,6495,SP,IBIUNA                                       ,557.0,4.0,1.0,427.0,30.0,262.0,10,"Abate de Suinos, Ave",227.0,0.40754039497307004,28,7221.75,7721,6214,7721,6319,-1402,-0.1815826965418987
3519907,351990,6499,SP,IEPE                                         ,6.0,0.0,0.0,3.0,0.0,1.0,84,Administracao Public,3.0,0.5,4,615.9166666666666,667,524,663,546,-117,-0.17647058823529413
3520103,352010,6503,SP,IGARAPAVA                                    ,127.0,1.0,2.0,98.0,0.0,56.0,10,"Abate de Suinos, Ave",24.0,0.1889763779527559,20,1090.5416666666667,1233,891,1233,907,-326,-0.2643957826439578
3520301,352030,6507,SP,IGUAPE                                       ,23.0,0.0,0.0,18.0,2.0,14.0,45,Comercio de Pecas e ,5.0,0.21739130434782608,12,4007.0833333333335,4189,3698,4104,3819,-285,-0.06944444444444445
3520707,352070,6515,SP,INDIAPORA                                    ,10.0,0.0,0.0,7.0,0.0,5.0,86,Atividades de Atendi,4.0,0.4,5,291.875,364,222,364,243,-121,-0.3324175824175824
3520905,352090,6519,SP,IPAUSSU                                      ,51.0,0.0,0.0,45.0,1.0,21.0,10,"Abate de Suinos, Ave",14.0,0.27450980392156865,11,833.5833333333334,875,779,859,806,-53,-0.06169965075669383
3521101,352110,6523,SP,IPEUNA                                       ,109.0,1.0,0.0,83.0,9.0,43.0,25,Fabricacao de Produt,31.0,0.28440366972477066,14,309.375,358,255,358,276,-82,-0.22905027932960895
3521309,352130,6527,SP,IPUA                                         ,174.0,1.0,1.0,139.0,12.0,76.0,10,"Abate de Suinos, Ave",91.0,0.5229885057471264,11,853.25,933,725,891,725,-166,-0.186307519640853
3521507,352150,6531,SP,IRAPUA                                       ,5.0,0.0,0.0,4.0,0.0,2.0,84,Administracao Public,2.0,0.4,3,447.0,477,410,477,410,-67,-0.14046121593291405
3522000,352200,6541,SP,ITAJU                                        ,14.0,0.0,0.0,13.0,1.0,6.0,10,"Abate de Suinos, Ave",7.0,0.5,5,152.41666666666666,166,134,163,140,-23,-0.1411042944785276
3522208,352220,6545,SP,ITAPECERICA DA SERRA                         ,596.0,2.0,3.0,420.0,38.0,295.0,86,Atividades de Atendi,98.0,0.1644295302013423,42,14858.958333333334,17196,11788,17196,11788,-5408,-0.3144917422656432
3522604,352260,6553,SP,ITAPIRA                                      ,977.0,3.0,0.0,680.0,37.0,419.0,86,Atividades de Atendi,149.0,0.15250767656090072,42,2158.8333333333335,2453,1756,2430,1911,-519,-0.21358024691358024
3523008,352300,6561,SP,ITAPURA                                      ,8.0,0.0,0.0,6.0,0.0,0.0,01,Criacao de Aves     ,4.0,0.5,4,374.625,391,347,376,371,-5,-0.013297872340425532
3523206,352320,6565,SP,ITARARE                                      ,305.0,1.0,0.0,242.0,18.0,135.0,16,Desdobramento de Mad,83.0,0.2721311475409836,24,4519.416666666667,4693,3989,4662,4163,-499,-0.10703560703560704
3523404,352340,6569,SP,ITATIBA                                      ,1551.0,5.0,2.0,1079.0,83.0,693.0,47,Comercio Varejista d,131.0,0.08446163765312702,59,4292.416666666667,4653,3587,4618,3835,-783,-0.16955391944564746
3523602,352360,6573,SP,ITIRAPINA                                    ,123.0,1.0,0.0,95.0,12.0,53.0,01,Criacao de Aves     ,33.0,0.2682926829268293,14,836.3333333333334,985,669,985,686,-299,-0.3035532994923858
3524105,352410,6583,SP,ITUVERAVA                                    ,205.0,2.0,3.0,138.0,7.0,100.0,86,Atividades de Atendi,53.0,0.25853658536585367,25,1850.5833333333333,2195,1434,2195,1543,-652,-0.2970387243735763
3524204,352420,6585,SP,JABORANDI                                    ,6.0,0.0,0.0,4.0,1.0,3.0,10,"Abate de Suinos, Ave",2.0,0.3333333333333333,5,405.7083333333333,438,352,352,438,86,0.24431818181818182
3524303,352430,6587,SP,JABOTICABAL                                  ,598.0,1.0,0.0,354.0,52.0,309.0,47,Comercio Varejista d,79.0,0.13210702341137123,49,4052.1666666666665,4815,3353,4815,3353,-1462,-0.30363447559709245
3524501,352450,6591,SP,JACI                                         ,248.0,0.0,0.0,172.0,13.0,136.0,31,Fabricacao de Moveis,116.0,0.46774193548387094,15,292.2916666666667,326,252,308,252,-56,-0.18181818181818182
3524709,352470,6595,SP,JAGUARIUNA                                   ,912.0,2.0,3.0,672.0,61.0,426.0,29,Fabricacao de Pecas ,86.0,0.09429824561403509,45,1548.5833333333333,1669,1277,1619,1389,-230,-0.14206300185299567
3525102,352510,6603,SP,JARDINOPOLIS                                 ,429.0,1.0,1.0,283.0,41.0,201.0,10,"Abate de Suinos, Ave",76.0,0.17715617715617715,33,2191.2083333333335,2711,1928,2711,2186,-525,-0.19365547768351163
3525300,352530,6607,SP,JAU                                          ,1547.0,1.0,3.0,1121.0,75.0,728.0,47,Comercio Varejista d,271.0,0.17517776341305752,51,4654.666666666667,5124,4038,5124,4140,-984,-0.1920374707259953
3525508,352550,6611,SP,JOANOPOLIS                                   ,39.0,0.0,0.0,32.0,5.0,20.0,22,Fabricacao de Artefa,8.0,0.20512820512820512,12,562.0833333333334,616,493,545,493,-52,-0.09541284403669725
3526100,352610,6623,SP,JUQUIA                                       ,24.0,0.0,1.0,12.0,2.0,15.0,47,Comercio Varejista d,8.0,0.3333333333333333,7,1653.9583333333333,1742,1516,1742,1560,-182,-0.1044776119402985
3526308,352630,6627,SP,LAGOINHA                                     ,12.0,0.0,0.0,12.0,0.0,6.0,47,Comercio Varejista d,4.0,0.3333333333333333,5,392.5,425,352,400,355,-45,-0.1125
3526506,352650,6631,SP,LAVINIA                                      ,5.0,0.0,0.0,3.0,0.0,2.0,47,Comercio Varejista d,4.0,0.8,2,219.25,238,195,231,196,-35,-0.15151515151515152
3526902,352690,6639,SP,LIMEIRA                                      ,3205.0,9.0,5.0,2398.0,136.0,1435.0,47,Comercio Varejista d,338.0,0.10546021840873634,61,13557.333333333334,15982,10878,15982,11614,-4368,-0.27330747090476787
3527009,352700,6641,SP,LINDOIA                                      ,93.0,0.0,0.0,52.0,6.0,39.0,11,Fabricacao de Refrig,43.0,0.46236559139784944,13,352.5,391,282,391,314,-77,-0.1969309462915601
3527207,352720,6645,SP,LORENA                                       ,647.0,0.0,6.0,436.0,31.0,265.0,22,Fabricacao de Artefa,142.0,0.21947449768160743,37,5806.416666666667,6528,4933,6492,4933,-1559,-0.24014171287738756
3527603,352760,6653,SP,LUIS ANTONIO                                 ,117.0,0.0,0.0,86.0,6.0,64.0,01,Criacao de Aves     ,58.0,0.49572649572649574,13,755.0,907,620,907,671,-236,-0.26019845644983464
3528106,352810,6663,SP,MACAUBAL                                     ,27.0,0.0,0.0,19.0,1.0,16.0,82,Servicos Combinados ,10.0,0.37037037037037035,8,471.7916666666667,522,404,517,448,-69,-0.13346228239845262
3528304,352830,6667,SP,MAGDA                                        ,5.0,0.0,0.0,3.0,0.0,3.0,01,Criacao de Aves     ,3.0,0.6,3,114.83333333333333,132,82,126,90,-36,-0.2857142857142857
3528502,352850,6671,SP,MAIRIPORA                                    ,391.0,2.0,1.0,286.0,26.0,139.0,47,Comercio Varejista d,56.0,0.1432225063938619,43,6933.125,7708,6476,6916,7083,167,0.024146905725853093
3528908,352890,6679,SP,MARIAPOLIS                                   ,5.0,0.0,0.0,3.0,1.0,3.0,84,Administracao Public,5.0,1.0,1,290.6666666666667,330,254,330,267,-63,-0.19090909090909092
3529104,352910,6683,SP,MARINOPOLIS                                  ,1.0,0.0,0.0,1.0,0.0,1.0,84,Administracao Public,1.0,1.0,1,91.54166666666667,110,72,106,81,-25,-0.2358490566037736
3529302,352930,6687,SP,MATAO                                        ,1564.0,4.0,1.0,1120.0,86.0,724.0,28,Fabricacao de Maquin,492.0,0.3145780051150895,43,3334.75,3782,2766,3711,2766,-945,-0.25464834276475345
3529500,352950,6691,SP,MENDONCA                                     ,126.0,0.0,0.0,115.0,3.0,62.0,10,"Abate de Suinos, Ave",84.0,0.6666666666666666,10,204.625,226,183,218,186,-32,-0.14678899082568808
3529708,352970,6695,SP,MIGUELOPOLIS                                 ,21.0,0.0,0.0,14.0,0.0,16.0,71,Servicos de Engenhar,7.0,0.3333333333333333,9,2227.9166666666665,2471,1949,2471,1949,-522,-0.21125050586806962
3530102,353010,6703,SP,MIRANDOPOLIS                                 ,52.0,0.0,0.0,45.0,3.0,25.0,47,Comercio Varejista d,31.0,0.5961538461538461,8,1059.7916666666667,1167,935,1163,978,-185,-0.1590713671539123
3530300,353030,6707,SP,MIRASSOL                                     ,595.0,0.0,0.0,446.0,34.0,273.0,31,Fabricacao de Moveis,93.0,0.15630252100840336,44,1793.4583333333333,2010,1458,1935,1565,-370,-0.19121447028423771
3530409,353040,6709,SP,MIRASSOLANDIA                                ,87.0,0.0,0.0,61.0,7.0,49.0,10,"Abate de Suinos, Ave",45.0,0.5172413793103449,5,329.875,381,299,381,299,-82,-0.2152230971128609
3530706,353070,6715,SP,MOGI GUACU                                   ,1519.0,8.0,3.0,1040.0,89.0,653.0,47,Comercio Varejista d,222.0,0.14614878209348256,58,5461.916666666667,6409,4216,6020,4677,-1343,-0.22308970099667774
3530805,353080,6717,SP,MOGI MIRIM                                   ,1354.0,0.0,3.0,869.0,92.0,605.0,47,Comercio Varejista d,142.0,0.10487444608567208,50,2469.0833333333335,2721,2012,2652,2156,-496,-0.1870286576168929
3531308,353130,6727,SP,MONTE ALTO                                   ,536.0,1.0,0.0,374.0,23.0,251.0,22,Fabricacao de Artefa,120.0,0.22388059701492538,29,1234.7916666666667,1411,1011,1376,1083,-293,-0.2129360465116279
3531407,353140,6729,SP,MONTE APRAZIVEL                              ,152.0,0.0,0.0,109.0,12.0,78.0,33,Manutencao e Reparac,44.0,0.2894736842105263,22,1305.625,1569,1031,1569,1096,-473,-0.301465901848311
3531605,353160,6733,SP,MONTE CASTELO                                ,4.0,0.0,0.0,4.0,0.0,2.0,49,Transporte Rodoviari,3.0,0.75,2,248.54166666666666,273,224,273,228,-45,-0.16483516483516483
3531704,353170,6735,SP,MONTEIRO LOBATO                              ,6.0,0.0,0.0,4.0,0.0,3.0,84,Administracao Public,5.0,0.8333333333333334,2,411.9166666666667,468,363,408,363,-45,-0.11029411764705882
3532207,353220,6745,SP,NARANDIBA                                    ,26.0,0.0,0.0,26.0,0.0,13.0,10,"Abate de Suinos, Ave",18.0,0.6923076923076923,5,305.4166666666667,332,281,281,309,28,0.099644128113879
3532405,353240,6749,SP,NAZARE PAULISTA                              ,97.0,1.0,0.0,72.0,6.0,45.0,55,Hoteis e Similares  ,19.0,0.1958762886597938,17,1563.7916666666667,1792,1272,1669,1272,-397,-0.237866986219293
3532504,353250,6751,SP,NEVES PAULISTA                               ,76.0,0.0,0.0,61.0,4.0,41.0,10,"Abate de Suinos, Ave",56.0,0.7368421052631579,8,474.4583333333333,540,403,540,436,-104,-0.1925925925925926
3532603,353260,6753,SP,NHANDEARA                                    ,53.0,0.0,0.0,32.0,0.0,23.0,86,Atividades de Atendi,25.0,0.4716981132075472,6,434.6666666666667,502,345,462,348,-114,-0.24675324675324675
3532702,353270,6755,SP,NIPOA                                        ,5.0,0.0,0.0,2.0,1.0,0.0,33,Manutencao e Reparac,2.0,0.4,4,383.2083333333333,448,330,447,347,-100,-0.22371364653243847
3532900,353290,6759,SP,NOVA EUROPA                                  ,38.0,0.0,0.0,28.0,0.0,14.0,01,Criacao de Aves     ,13.0,0.34210526315789475,4,357.2916666666667,402,275,401,277,-124,-0.3092269326683292
3533700,353370,6775,SP,OCAUCU                                       ,10.0,0.0,0.0,8.0,2.0,4.0,84,Administracao Public,4.0,0.4,4,380.4166666666667,413,349,379,358,-21,-0.055408970976253295
3533908,353390,6779,SP,OLIMPIA                                      ,391.0,2.0,0.0,285.0,23.0,166.0,47,Comercio Varejista d,86.0,0.21994884910485935,35,2611.8333333333335,2792,2333,2792,2379,-413,-0.14792263610315187
3534104,353410,6783,SP,ORIENTE                                      ,36.0,0.0,0.0,26.0,6.0,17.0,25,Fabricacao de Produt,16.0,0.4444444444444444,5,275.5,294,249,270,290,20,0.07407407407407407
3534302,353430,6787,SP,ORLANDIA                                     ,340.0,0.0,0.0,271.0,25.0,149.0,24,Fundicao de Ferro e ,59.0,0.17352941176470588,27,1227.5833333333333,1394,966,1381,1047,-334,-0.24185372918175235
3534500,353450,6791,SP,OSCAR BRESSANE                               ,3.0,0.0,0.0,3.0,0.0,2.0,13,Tecelagem de Fios de,1.0,0.3333333333333333,3,121.16666666666667,137,95,133,95,-38,-0.2857142857142857
3534708,353470,6795,SP,OURINHOS                                     ,828.0,2.0,1.0,568.0,38.0,399.0,86,Atividades de Atendi,166.0,0.20048309178743962,42,4547.666666666667,4719,4155,4649,4301,-348,-0.07485480748548075
3534906,353490,6799,SP,PACAEMBU                                     ,30.0,1.0,0.0,20.0,7.0,16.0,84,Administracao Public,13.0,0.43333333333333335,5,584.4166666666666,620,516,574,547,-27,-0.047038327526132406
3535101,353510,6803,SP,PALMARES PAULISTA                            ,24.0,0.0,0.0,11.0,2.0,14.0,84,Administracao Public,12.0,0.5,5,405.4166666666667,490,331,465,350,-115,-0.24731182795698925
3535309,353530,6807,SP,PALMITAL                                     ,108.0,0.0,0.0,88.0,2.0,59.0,10,"Abate de Suinos, Ave",30.0,0.2777777777777778,16,1517.8333333333333,1629,1301,1601,1341,-260,-0.16239850093691444
3535507,353550,6811,SP,PARAGUACU PAULISTA                           ,250.0,0.0,0.0,182.0,13.0,112.0,01,Criacao de Aves     ,94.0,0.376,20,3403.1666666666665,3590,2989,3507,3122,-385,-0.10978043912175649
3535705,353570,6815,SP,PARAISO                                      ,36.0,0.0,0.0,25.0,5.0,16.0,10,"Abate de Suinos, Ave",19.0,0.5277777777777778,7,206.08333333333334,242,155,239,173,-66,-0.27615062761506276
