cod_ibge7,cod_ibge6,cod_siafi,uf,nome_municipio,cat_total,cat_obito,cat_cid_mental,cat_cid_lesao,cat_cid_musculo,cat_afastamento,cnae_dominante,cnae_dominante_nome,cat_cnae_dominante,concentracao_dominante,n_cnaes_ativos,bf_media,bf_pico,bf_vale,bf_ini,bf_fim,bf_variacao_periodo,bf_variacao_pct
1507102,150710,0541,PA,SAO CAETANO DE ODIVELAS                      ,5.0,0.0,0.0,1.0,0.0,0.0,46,Comercio Atacadista ,4.0,0.8,2,2994.0833333333335,3105,2769,3074,2786,-288,-0.0936890045543266
1507300,150730,0545,PA,SAO FELIX DO XINGU                           ,156.0,1.0,0.0,137.0,3.0,59.0,10,"Abate de Suinos, Ave",89.0,0.5705128205128205,10,10396.458333333334,11021,9266,10409,9878,-531,-0.0510135459698338
1507508,150750,0549,PA,SAO JOAO DO ARAGUAIA                         ,4.0,0.0,0.0,2.0,2.0,4.0,46,Comercio Atacadista ,2.0,0.5,2,2750.125,2934,2569,2654,2713,59,0.022230595327807082
2608057,260805,0550,PE,JATOBA                                       ,1.0,0.0,0.0,1.0,0.0,0.0,33,Manutencao e Reparac,1.0,1.0,1,2945.7083333333335,3056,2722,3010,2787,-223,-0.07408637873754152
2614857,261485,0558,PE,TAMANDARE                                    ,26.0,1.0,0.0,20.0,0.0,14.0,81,Limpeza em Predios e,13.0,0.5,8,4600.125,4799,4302,4351,4540,189,0.043438290048264765
2703759,270375,0562,AL,JEQUIA DA PRAIA                              ,2.0,0.0,0.0,2.0,0.0,2.0,25,Fabricacao de Produt,2.0,1.0,1,2986.8333333333335,3088,2786,3045,2851,-194,-0.06371100164203612
3102050,310205,0564,MG,ALTO CAPARAO                                 ,3.0,0.0,0.0,3.0,0.0,1.0,84,Administracao Public,3.0,1.0,1,735.875,772,670,767,673,-94,-0.12255541069100391
1508308,150830,0565,PA,VISEU                                        ,5.0,0.0,0.0,2.0,0.0,2.0,07,Extracao de Minerio ,2.0,0.4,3,12394.125,13303,11622,11906,11767,-139,-0.011674785822274483
3102852,310285,0566,MG,ANGELANDIA                                   ,9.0,1.0,0.0,9.0,0.0,2.0,01,Criacao de Aves     ,5.0,0.5555555555555556,4,1121.125,1171,1041,1146,1046,-100,-0.08726003490401396
1506161,150616,0569,PA,RIO MARIA                                    ,48.0,0.0,0.0,22.0,3.0,21.0,10,"Abate de Suinos, Ave",24.0,0.5,6,2271.625,2403,2085,2145,2253,108,0.05034965034965035
3108552,310855,0574,MG,BRASILANDIA DE MINAS                         ,23.0,0.0,0.0,20.0,1.0,17.0,84,Administracao Public,8.0,0.34782608695652173,7,1945.7083333333333,2037,1780,2001,1893,-108,-0.053973013493253376
1501576,150157,0575,PA,BOM JESUS DO TOCANTINS                       ,5.0,1.0,0.0,3.0,0.0,2.0,49,Transporte Rodoviari,2.0,0.4,4,2339.2083333333335,2456,2151,2331,2274,-57,-0.02445302445302445
3109451,310945,0578,MG,CABECEIRA GRANDE                             ,6.0,2.0,0.0,2.0,0.0,5.0,84,Administracao Public,4.0,0.6666666666666666,2,639.2916666666666,720,577,720,649,-71,-0.09861111111111111
1502756,150275,0579,PA,CONCORDIA DO PARA                            ,85.0,0.0,0.0,51.0,1.0,15.0,01,Criacao de Aves     ,77.0,0.9058823529411765,2,7280.458333333333,7554,7002,7200,7193,-7,-0.0009722222222222222
3112059,311205,0582,MG,CANTAGALO                                    ,5.0,0.0,0.0,5.0,0.0,4.0,47,Comercio Varejista d,2.0,0.4,3,545.7916666666666,571,461,560,469,-91,-0.1625
3115474,311547,0586,MG,CATUTI                                       ,1.0,0.0,0.0,1.0,0.0,0.0,23,Fabricacao de Artefa,1.0,1.0,1,1235.2916666666667,1332,1014,1319,1014,-305,-0.2312357846853677
1504455,150445,0589,PA,MEDICILANDIA                                 ,4.0,0.0,0.0,4.0,0.0,4.0,46,Comercio Atacadista ,2.0,0.5,2,6321.5,6843,5557,6735,5621,-1114,-0.16540460282108388
3117836,311783,0590,MG,CONEGO MARINHO                               ,2.0,0.0,1.0,1.0,0.0,2.0,84,Administracao Public,2.0,1.0,1,1525.1666666666667,1600,1366,1600,1396,-204,-0.1275
1505437,150543,0591,PA,OURILANDIA DO NORTE                          ,101.0,0.0,0.0,52.0,2.0,58.0,86,Atividades de Atendi,44.0,0.43564356435643564,13,4611.958333333333,4880,3999,4871,4110,-761,-0.15623075343871895
3119955,311995,0594,MG,CORREGO FUNDO                                ,32.0,0.0,0.0,29.0,1.0,18.0,23,Fabricacao de Artefa,26.0,0.8125,6,132.41666666666666,144,115,139,119,-20,-0.14388489208633093
1505536,150553,0595,PA,PARAUAPEBAS                                  ,941.0,2.0,6.0,578.0,50.0,439.0,86,Atividades de Atendi,135.0,0.1434643995749203,39,22512.0,23972,20591,22828,21325,-1503,-0.06584019625021903
1506195,150619,0597,PA,RUROPOLIS                                    ,9.0,1.0,0.0,5.0,0.0,4.0,08,"Extracao de Pedra, A",8.0,0.8888888888888888,2,4445.083333333333,4828,3873,4774,3928,-846,-0.17720988688730624
1600105,160010,0601,AP,AMAPA                                        ,1.0,0.0,0.0,0.0,0.0,1.0,53,Atividades de Correi,1.0,1.0,1,1944.25,2033,1801,2033,1802,-231,-0.11362518445646827
3121258,312125,0602,MG,DELTA                                        ,28.0,3.0,0.0,23.0,0.0,10.0,10,"Abate de Suinos, Ave",10.0,0.35714285714285715,5,1222.125,1332,1114,1174,1202,28,0.02385008517887564
1600204,160020,0603,AP,CALCOENE                                     ,2.0,0.0,0.0,2.0,0.0,2.0,07,Extracao de Minerio ,2.0,1.0,1,2002.4583333333333,2110,1867,2053,1872,-181,-0.0881636629322942
3122470,312247,0606,MG,DOM BOSCO                                    ,2.0,0.0,0.0,2.0,0.0,1.0,47,Comercio Varejista d,2.0,1.0,1,390.0,428,338,428,345,-83,-0.1939252336448598
1600402,160040,0607,AP,MAZAGAO                                      ,34.0,1.0,0.0,27.0,2.0,18.0,02,Producao Florestal -,16.0,0.47058823529411764,4,4590.958333333333,4968,4155,4968,4156,-812,-0.16344605475040258
1600279,160027,0613,AP,LARANJAL DO JARI                             ,19.0,0.0,0.0,18.0,0.0,4.0,71,Servicos de Engenhar,9.0,0.47368421052631576,7,7562.458333333333,8690,6685,8690,6685,-2005,-0.23072497123130034
1600600,160060,0615,AP,SANTANA                                      ,95.0,0.0,1.0,73.0,3.0,51.0,46,Comercio Atacadista ,12.0,0.12631578947368421,22,18138.75,20506,15554,20506,15554,-4952,-0.24149029552326148
3127370,312737,0618,MG,GOIABEIRA                                    ,1.0,0.0,0.0,1.0,0.0,1.0,31,Fabricacao de Moveis,1.0,1.0,1,390.6666666666667,419,343,419,370,-49,-0.11694510739856802
1507458,150745,0619,PA,SAO GERALDO DO ARAGUAIA                      ,88.0,2.0,0.0,64.0,4.0,23.0,10,"Abate de Suinos, Ave",60.0,0.6818181818181818,8,4239.25,4403,3938,4181,4082,-99,-0.023678545802439607
3128253,312825,0622,MG,GUARACIAMA                                   ,2.0,0.0,0.0,0.0,0.0,0.0,84,Administracao Public,2.0,1.0,1,961.3333333333334,1060,864,1060,864,-196,-0.18490566037735848
1508126,150812,0623,PA,ULIANOPOLIS                                  ,51.0,3.0,0.0,45.0,0.0,23.0,19,Fabricacao de Alcool,35.0,0.6862745098039216,7,4974.125,5295,4398,5295,4588,-707,-0.13352219074598679
3130556,313055,0626,MG,IMBE DE MINAS                                ,2.0,0.0,0.0,2.0,0.0,2.0,47,Comercio Varejista d,2.0,1.0,1,1173.75,1237,1080,1186,1120,-66,-0.05564924114671164
1503093,150309,0627,PA,GOIANESIA DO PARA                            ,13.0,2.0,0.0,9.0,1.0,6.0,16,Desdobramento de Mad,4.0,0.3076923076923077,6,4141.166666666667,4318,3711,4252,3711,-541,-0.12723424270931327
1505064,150506,0629,PA,NOVO REPARTIMENTO                            ,17.0,1.0,1.0,13.0,2.0,9.0,47,Comercio Varejista d,3.0,0.17647058823529413,12,11613.208333333334,12397,10581,10581,11280,699,0.06606180890275021
3135357,313535,0630,MG,JAPONVAR                                     ,4.0,0.0,0.0,4.0,0.0,1.0,84,Administracao Public,3.0,0.75,2,1378.375,1435,1281,1386,1340,-46,-0.03318903318903319
1503754,150375,0631,PA,JACAREACANGA                                 ,6.0,0.0,0.0,6.0,0.0,4.0,82,Servicos Combinados ,3.0,0.5,4,3807.7916666666665,3974,3663,3667,3726,59,0.016089446413962368
3136520,313652,0634,MG,JOSE GONCALVES DE MINAS                      ,1.0,0.0,0.0,1.0,0.0,0.0,73,Atividades de Public,1.0,1.0,1,575.5833333333334,611,511,609,529,-80,-0.13136288998357964
3136579,313657,0638,MG,JOSENOPOLIS                                  ,5.0,0.0,0.0,5.0,0.0,1.0,02,Producao Florestal -,5.0,1.0,1,611.2083333333334,660,551,660,584,-76,-0.11515151515151516
1508357,150835,0641,PA,VITORIA DO XINGU                             ,5.0,0.0,0.0,3.0,0.0,1.0,84,Administracao Public,2.0,0.4,4,2803.5833333333335,2999,2453,2994,2534,-460,-0.15364061456245826
3138351,313835,0642,MG,LEME DO PRADO                                ,3.0,0.0,0.0,1.0,1.0,2.0,43,Servicos Especializa,1.0,0.3333333333333333,3,437.0416666666667,457,379,443,396,-47,-0.10609480812641084
1200013,120001,0643,AC,ACRELANDIA                                   ,5.0,1.0,0.0,5.0,0.0,2.0,10,"Abate de Suinos, Ave",2.0,0.4,3,2258.2083333333335,2382,1961,2294,2075,-219,-0.0954664341761116
1200138,120013,0645,AC,BUJARI                                       ,2.0,0.0,0.0,2.0,0.0,0.0,01,Criacao de Aves     ,2.0,1.0,1,1931.7083333333333,1994,1821,1986,1931,-55,-0.02769385699899295
1200179,120017,0647,AC,CAPIXABA                                     ,2.0,0.0,0.0,2.0,0.0,0.0,46,Comercio Atacadista ,2.0,1.0,1,1937.0,2035,1738,2030,1802,-228,-0.1123152709359606
3140530,314053,0650,MG,MARTINS SOARES                               ,14.0,0.0,0.0,13.0,1.0,7.0,20,Fabricacao de Produt,7.0,0.5,5,1269.375,1338,1142,1310,1155,-155,-0.1183206106870229
1200252,120025,0651,AC,EPITACIOLANDIA                               ,25.0,0.0,0.0,18.0,0.0,12.0,71,Servicos de Engenhar,18.0,0.72,3,2590.6666666666665,2786,2343,2666,2343,-323,-0.12115528882220555
3145356,314535,0666,MG,NOVO ORIENTE DE MINAS                        ,4.0,0.0,0.0,4.0,0.0,1.0,82,Servicos Combinados ,2.0,0.5,2,1795.125,1995,1509,1995,1572,-423,-0.21203007518796993
3145455,314545,0670,MG,OLHOS-D'AGUA                                 ,4.0,0.0,0.0,4.0,0.0,2.0,08,"Extracao de Pedra, A",2.0,0.5,3,1068.0,1137,943,1137,965,-172,-0.15127528583992964
1100601,110060,0677,RO,CACAULANDIA                                  ,1.0,0.0,0.0,1.0,0.0,0.0,61,Telecomunicacoes por,1.0,1.0,1,298.6666666666667,325,266,314,276,-38,-0.12101910828025478
1100809,110080,0681,RO,CANDEIAS DO JAMARI                           ,40.0,0.0,0.0,31.0,2.0,16.0,10,"Abate de Suinos, Ave",12.0,0.3,9,3448.5416666666665,3741,3150,3444,3497,53,0.015389082462253194
3150158,315015,0686,MG,PIEDADE DE CARATINGA                         ,6.0,0.0,0.0,6.0,0.0,5.0,47,Comercio Varejista d,3.0,0.5,3,1506.9166666666667,1597,1394,1417,1484,67,0.04728299223712068
1100502,110050,0689,RO,NOVO HORIZONTE DO OESTE                      ,5.0,0.0,0.0,4.0,1.0,2.0,60,Atividades de Televi,2.0,0.4,4,476.0,510,432,510,438,-72,-0.1411764705882353
3150570,315057,0690,MG,PINTOPOLIS                                   ,1.0,0.0,0.0,1.0,0.0,0.0,46,Comercio Atacadista ,1.0,1.0,1,1129.0416666666667,1167,1039,1120,1103,-17,-0.015178571428571428
3152170,315217,0694,MG,PONTO DOS VOLANTES                           ,4.0,0.0,0.0,3.0,1.0,1.0,01,Criacao de Aves     ,2.0,0.5,2,1483.375,1556,1337,1556,1357,-199,-0.12789203084832904
1101203,110120,0695,RO,MINISTRO ANDREAZZA                           ,9.0,1.0,0.0,6.0,0.0,4.0,10,"Abate de Suinos, Ave",4.0,0.4444444444444444,5,616.5416666666666,642,599,610,617,7,0.011475409836065573
1101302,110130,0697,RO,MIRANTE DA SERRA                             ,11.0,0.0,0.0,9.0,0.0,5.0,10,"Abate de Suinos, Ave",8.0,0.7272727272727273,2,737.9583333333334,811,641,690,689,-1,-0.0014492753623188406
1101500,110150,0699,RO,SERINGUEIRAS                                 ,7.0,0.0,0.0,7.0,0.0,4.0,45,Comercio de Pecas e ,2.0,0.2857142857142857,5,850.9583333333334,907,778,796,778,-18,-0.022613065326633167
2100105,210010,0701,MA,AFONSO CUNHA                                 ,1.0,1.0,0.0,1.0,0.0,0.0,01,Criacao de Aves     ,1.0,1.0,1,1861.5833333333333,1961,1781,1827,1790,-37,-0.020251778872468526
3157336,315733,0702,MG,SANTA CRUZ DE MINAS                          ,20.0,2.0,0.0,17.0,1.0,11.0,82,Servicos Combinados ,5.0,0.25,7,708.5833333333334,745,615,727,647,-80,-0.11004126547455295
2100303,210030,0705,MA,ALDEIAS ALTAS                                ,11.0,0.0,0.0,9.0,0.0,5.0,19,Fabricacao de Alcool,11.0,1.0,1,4048.5833333333335,4135,3913,3950,3978,28,0.007088607594936709
2100501,210050,0709,MA,ALTO PARNAIBA                                ,5.0,0.0,0.0,5.0,0.0,0.0,01,Criacao de Aves     ,3.0,0.6,2,1826.25,1918,1704,1716,1785,69,0.04020979020979021
3162922,316292,0722,MG,SAO JOAQUIM DE BICAS                         ,484.0,1.0,1.0,336.0,39.0,227.0,10,"Abate de Suinos, Ave",119.0,0.24586776859504134,23,3668.125,3897,3389,3514,3634,120,0.03414911781445646
2101202,210120,0723,MA,BACABAL                                      ,78.0,4.0,0.0,56.0,4.0,27.0,71,Servicos de Engenhar,27.0,0.34615384615384615,21,18249.25,19066,16329,18662,16649,-2013,-0.10786625227735505
3164431,316443,0726,MG,SAO SEBASTIAO DA VARGEM ALEGRE               ,4.0,0.0,0.0,3.0,0.0,2.0,84,Administracao Public,3.0,0.75,2,245.83333333333334,265,203,252,219,-33,-0.13095238095238096
2101400,210140,0727,MA,BALSAS                                       ,315.0,4.0,0.0,212.0,18.0,124.0,47,Comercio Varejista d,69.0,0.21904761904761905,33,12592.25,13290,11276,12511,11888,-623,-0.0497961793621613
3165537,316553,0730,MG,SARZEDO                                      ,245.0,0.0,1.0,181.0,35.0,123.0,28,Fabricacao de Maquin,56.0,0.22857142857142856,24,2146.1666666666665,2254,1941,2188,2091,-97,-0.0443327239488117
2101608,210160,0731,MA,BARRA DO CORDA                               ,37.0,1.0,4.0,27.0,2.0,28.0,49,Transporte Rodoviari,11.0,0.2972972972972973,9,14839.625,15347,13724,14000,13724,-276,-0.019714285714285715
2102101,210210,0739,MA,BREJO                                        ,2.0,0.0,0.0,2.0,0.0,0.0,01,Criacao de Aves     ,2.0,1.0,1,6656.458333333333,6812,6238,6238,6544,306,0.04905418403334402
3170438,317043,0742,MG,UNIAO DE MINAS                               ,1.0,0.0,0.0,1.0,0.0,1.0,01,Criacao de Aves     ,1.0,1.0,1,394.3333333333333,445,320,445,331,-114,-0.25617977528089886
3170578,317057,0746,MG,VARGEM ALEGRE                                ,4.0,0.0,0.0,4.0,0.0,1.0,87,Atividades de Assist,1.0,0.25,4,1138.8333333333333,1198,1032,1147,1065,-82,-0.07149084568439407
3170750,317075,0750,MG,VARJAO DE MINAS                              ,8.0,0.0,0.0,7.0,0.0,2.0,01,Criacao de Aves     ,4.0,0.5,4,652.4166666666666,701,596,644,596,-48,-0.07453416149068323
3171071,317107,0754,MG,VEREDINHA                                    ,4.0,0.0,0.0,3.0,1.0,2.0,16,Desdobramento de Mad,2.0,0.5,3,791.5833333333334,840,721,818,734,-84,-0.10268948655256724
3201159,320115,0758,ES,BREJETUBA                                    ,7.0,0.0,0.0,4.0,2.0,6.0,43,Servicos Especializa,2.0,0.2857142857142857,5,1239.4583333333333,1444,964,1427,988,-439,-0.3076384022424667
3203320,320332,0760,ES,MARATAIZES                                   ,107.0,1.0,2.0,79.0,7.0,43.0,47,Comercio Varejista d,43.0,0.40186915887850466,19,5233.875,5453,4736,5096,5090,-6,-0.0011773940345368916
3204252,320425,0762,ES,PONTO BELO                                   ,1.0,0.0,0.0,1.0,0.0,1.0,41,Construcao de Edific,1.0,1.0,1,1100.8333333333333,1202,969,1202,1012,-190,-0.15806988352745424
2103307,210330,0763,MA,CODO                                         ,44.0,2.0,0.0,38.0,1.0,16.0,47,Comercio Varejista d,9.0,0.20454545454545456,18,19765.75,20716,18548,18548,19008,460,0.024800517576018977
3204955,320495,0764,ES,SAO ROQUE DO CANAA                           ,42.0,0.0,0.0,35.0,1.0,20.0,16,Desdobramento de Mad,19.0,0.4523809523809524,6,427.7083333333333,474,358,467,371,-96,-0.20556745182012848
2103505,210350,0767,MA,COLINAS                                      ,27.0,0.0,0.0,10.0,1.0,9.0,94,Atividades de Associ,20.0,0.7407407407407407,5,8537.166666666666,8711,8193,8468,8299,-169,-0.019957487009919696
3205176,320517,0768,ES,VILA VALERIO                                 ,6.0,0.0,0.0,5.0,0.0,2.0,47,Comercio Varejista d,3.0,0.5,4,1492.125,1558,1400,1471,1432,-39,-0.026512576478585997
2103703,210370,0771,MA,CURURUPU                                     ,4.0,0.0,0.0,2.0,0.0,0.0,70,Atividades de Consul,2.0,0.5,2,8615.541666666666,8932,8118,8891,8209,-682,-0.07670678213924192
3301876,330187,0774,RJ,IGUABA GRANDE                                ,38.0,0.0,2.0,16.0,3.0,22.0,47,Comercio Varejista d,16.0,0.42105263157894735,9,3218.6666666666665,3586,2774,3586,2774,-812,-0.22643614054657
3303955,330395,0778,RJ,PINHEIRAL                                    ,110.0,0.0,1.0,82.0,9.0,45.0,25,Fabricacao de Produt,57.0,0.5181818181818182,13,2666.3333333333335,2869,2419,2869,2463,-406,-0.14151272220285813
3304755,330475,0782,RJ,SAO FRANCISCO DE ITABAPOANA                  ,27.0,0.0,1.0,19.0,3.0,17.0,01,Criacao de Aves     ,13.0,0.48148148148148145,8,7115.333333333333,7372,6675,7326,6675,-651,-0.08886158886158886
2104305,210430,0783,MA,GODOFREDO VIANA                              ,5.0,0.0,0.0,5.0,0.0,4.0,07,Extracao de Minerio ,4.0,0.8,2,2007.7083333333333,2071,1930,1930,1985,55,0.02849740932642487
3305554,330555,0786,RJ,SEROPEDICA                                   ,228.0,1.0,6.0,159.0,16.0,97.0,10,"Abate de Suinos, Ave",50.0,0.21929824561403508,22,15973.333333333334,16636,14752,16636,14824,-1812,-0.10892041356095215
2104800,210480,0793,MA,GRAJAU                                       ,41.0,0.0,0.0,27.0,3.0,15.0,01,Criacao de Aves     ,9.0,0.21951219512195122,12,12844.458333333334,13281,12232,12232,13147,915,0.07480379332897319
3509957,350995,0794,SP,CANAS                                        ,30.0,0.0,0.0,27.0,0.0,7.0,25,Fabricacao de Produt,12.0,0.4,10,540.6666666666666,628,448,628,483,-145,-0.23089171974522293
3516853,351685,0798,SP,GAVIAO PEIXOTO                               ,87.0,0.0,0.0,63.0,5.0,52.0,30,Construcao de Embarc,46.0,0.5287356321839081,6,206.375,247,155,245,168,-77,-0.3142857142857143
3525854,352585,0802,SP,JUMIRIM                                      ,85.0,0.0,1.0,68.0,4.0,44.0,10,"Abate de Suinos, Ave",48.0,0.5647058823529412,12,106.125,126,85,126,90,-36,-0.2857142857142857
2105302,210530,0803,MA,IMPERATRIZ                                   ,721.0,5.0,9.0,461.0,43.0,350.0,47,Comercio Varejista d,88.0,0.12205270457697642,52,29633.333333333332,30859,26643,29074,28200,-874,-0.03006122308591869
3532868,353286,0806,SP,NOVA CASTILHO                                ,5.0,0.0,0.0,5.0,0.0,0.0,10,"Abate de Suinos, Ave",4.0,0.8,2,41.75,51,31,44,33,-11,-0.25
2105401,210540,0807,MA,ITAPECURU MIRIM                              ,31.0,0.0,0.0,22.0,2.0,14.0,47,Comercio Varejista d,12.0,0.3870967741935484,9,9973.833333333334,10324,9214,9550,9279,-271,-0.02837696335078534
2105500,210550,0809,MA,JOAO LISBOA                                  ,5.0,0.0,0.0,4.0,0.0,2.0,47,Comercio Varejista d,2.0,0.4,3,3558.4583333333335,3725,3374,3408,3575,167,0.049002347417840375
3541059,354105,0814,SP,PRATANIA                                     ,28.0,1.0,0.0,19.0,1.0,19.0,84,Administracao Public,11.0,0.39285714285714285,4,522.4166666666666,548,485,503,518,15,0.02982107355864811
2106003,210600,0819,MA,LIMA CAMPOS                                  ,4.0,0.0,0.0,4.0,0.0,0.0,41,Construcao de Edific,3.0,0.75,2,2050.3333333333335,2081,1968,2033,2047,14,0.006886374815543532
3547650,354765,0822,SP,SANTA SALETE                                 ,4.0,0.0,0.0,3.0,0.0,4.0,45,Comercio de Pecas e ,3.0,0.75,2,55.0,64,44,62,46,-16,-0.25806451612903225
3554755,355475,0826,SP,TRABIJU                                      ,16.0,0.0,0.0,11.0,1.0,5.0,46,Comercio Atacadista ,6.0,0.375,6,144.91666666666666,158,130,148,137,-11,-0.07432432432432433
2106607,210660,0831,MA,MATOES                                       ,2.0,0.0,0.0,2.0,0.0,2.0,01,Criacao de Aves     ,2.0,1.0,1,6245.916666666667,6445,5459,5459,6059,600,0.1099102399706906
4103040,410304,0836,PR,BOA VENTURA DE SAO ROQUE                     ,26.0,0.0,0.0,20.0,2.0,13.0,17,Fabricacao de Produt,17.0,0.6538461538461539,5,786.2083333333334,893,637,893,698,-195,-0.21836506159014557
4103958,410395,0840,PR,CAMPINA DO SIMAO                             ,4.0,0.0,0.0,3.0,0.0,2.0,16,Desdobramento de Mad,3.0,0.75,2,384.1666666666667,423,335,421,357,-64,-0.15201900237529692
4104659,410465,0844,PR,CARAMBEI                                     ,241.0,2.0,0.0,197.0,14.0,102.0,10,"Abate de Suinos, Ave",143.0,0.5933609958506224,19,1088.125,1171,1015,1152,1039,-113,-0.09809027777777778
4106852,410685,0848,PR,CRUZMALTINA                                  ,4.0,0.0,0.0,4.0,0.0,1.0,46,Comercio Atacadista ,3.0,0.75,2,250.41666666666666,274,203,264,209,-55,-0.20833333333333334
4107546,410754,0852,PR,ESPIGAO ALTO DO IGUACU                       ,17.0,0.0,0.0,15.0,0.0,7.0,46,Comercio Atacadista ,5.0,0.29411764705882354,5,716.4166666666666,775,622,757,622,-135,-0.178335535006605
